Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,28,Gerhard Berger,BER,Ferrari,51,1:32:58.072,9
2,12,Ayrton Senna,SEN,Lotus Honda,51,+17.384s,6
3,2,Stefan Johansson,JOH,McLaren TAG,51,+17.694s,4
4,27,Michele Alboreto,ALB,Ferrari,51,+80.441s,3
5,20,Thierry Boutsen,BOU,Benetton Ford,51,+85.576s,2
6,11,Satoru Nakajima,NAK,Lotus Honda,51,+96.479s,1
7,1,Alain Prost,PRO,McLaren TAG,50,+1 lap,0
8,3,Jonathan Palmer,PAL,Tyrrell Ford,50,+1 lap,0
9,18,Eddie Cheever,CHE,Arrows Megatron,50,+1 lap,0
10,17,Derek Warwick,WAR,Arrows Megatron,50,+1 lap,0
11,7,Riccardo Patrese,PAT,Brabham BMW,49,DNF,0
12,4,Philippe Streiff,STR,Tyrrell Ford,49,+2 laps,0
13,26,Piercarlo Ghinzani,GHI,Ligier Megatron,48,DNF,0
14,29,Yannick Dalmas,DAL,Lola Ford,47,DNF,0
15,6,Nelson Piquet,PIQ,Williams Honda,46,DNF,0
NC,25,Rene Arnoux,ARN,Ligier Megatron,44,DNF,0
NC,21,Alex Caffi,CAF,Osella Alfa Romeo,43,DNF,0
NC,14,Roberto Moreno,MOR,AGS Ford,38,DNF,0
NC,24,Alessandro Nannini,NAN,Minardi Motori Moderni,35,DNF,0
NC,9,Martin Brundle,BRU,Zakspeed,32,DNF,0
NC,8,Andrea de Cesaris,DEC,Brabham BMW,26,DNF,0
NC,19,Teo Fabi,FAB,Benetton Ford,16,DNF,0
NC,10,Christian Danner,DAN,Zakspeed,13,DNF,0
NC,16,Ivan Capelli,CAP,March Ford,13,DNF,0
NC,23,Adrian Campos,CAM,Minardi Motori Moderni,2,DNF,0
NC,30,Philippe Alliot,ALL,Lola Ford,0,DNF,0
