Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,6,Nelson Piquet,PIQ,Williams Honda,44,1:21:25.091,9
2,2,Stefan Johansson,JOH,McLaren TAG,44,+99.591s,6
3,12,Ayrton Senna,SEN,Lotus Honda,43,+1 lap,4
4,4,Philippe Streiff,STR,Tyrrell Ford,43,+1 lap,3
5,3,Jonathan Palmer,PAL,Tyrrell Ford,43,+1 lap,2
6,30,Philippe Alliot,ALL,Lola Ford,42,+2 laps,1
NC,1,Alain Prost,PRO,McLaren TAG,39,DNF,0
NC,9,Martin Brundle,BRU,Zakspeed,34,+10 laps,0
NC,26,Piercarlo Ghinzani,GHI,Ligier Megatron,32,DNF,0
NC,23,Adrian Campos,CAM,Minardi Motori Moderni,28,DNF,0
NC,20,Thierry Boutsen,BOU,Benetton Ford,26,DNF,0
NC,5,Nigel Mansell,MAN,Williams Honda,25,DNF,0
NC,24,Alessandro Nannini,NAN,Minardi Motori Moderni,25,DNF,0
NC,17,Derek Warwick,WAR,Arrows Megatron,23,DNF,0
NC,10,Christian Danner,DAN,Zakspeed,21,DNF,0
NC,28,Gerhard Berger,BER,Ferrari,19,DNF,0
NC,19,Teo Fabi,FAB,Benetton Ford,18,DNF,0
NC,21,Alex Caffi,CAF,Osella Alfa Romeo,17,DNF,0
NC,8,Andrea de Cesaris,DEC,Brabham BMW,12,DNF,0
NC,27,Michele Alboreto,ALB,Ferrari,10,DNF,0
NC,14,Pascal Fabre,FAB,AGS Ford,10,DNF,0
NC,18,Eddie Cheever,CHE,Arrows Megatron,9,DNF,0
NC,11,Satoru Nakajima,NAK,Lotus Honda,9,DNF,0
NC,16,Ivan Capelli,CAP,March Ford,7,DNF,0
NC,25,Rene Arnoux,ARN,Ligier Megatron,6,DNF,0
NC,7,Riccardo Patrese,PAT,Brabham BMW,5,DNF,0
