Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,9,Denny Hulme,HUL,Brabham Repco,100,2:34:34.300,9
2,14,Graham Hill,HIL,Lotus BRM,99,+1 lap,6
3,20,Chris Amon,AMO,Ferrari,98,+2 laps,4
4,16,Bruce McLaren,MCL,McLaren BRM,97,+3 laps,3
5,11,Pedro Rodriguez,ROD,Cooper Maserati,96,+4 laps,2
6,5,Mike Spence,SPE,BRM,96,+4 laps,1
NC,18,Lorenzo Bandini,BAN,Ferrari,81,DNF,0
NC,6,Piers Courage,COU,BRM,64,DNF,0
NC,12,Jim Clark,CLA,Lotus Climax,42,DNF,0
NC,7,John Surtees,SUR,Honda,32,DNF,0
NC,17,Jo Siffert,SIF,Cooper Maserati,31,DNF,0
NC,10,Jochen Rindt,RIN,Cooper Maserati,14,DNF,0
NC,4,Jackie Stewart,STE,BRM,14,DNF,0
NC,23,Dan Gurney,GUR,Eagle Weslake,4,DNF,0
NC,2,Johnny Servoz-Gavin,SER,Matra Ford,4,DNF,0
NC,8,Jack Brabham,BRA,Brabham Repco,0,DNF,0
