Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,4,Pedro Rodriguez,ROD,Cooper Maserati,80,2:05:45.900,9
2,17,John Love,LOV,Cooper Climax,80,+26.400s,6
3,11,John Surtees,SUR,Honda,79,+1 lap,4
4,2,Denny Hulme,HUL,Brabham Repco,78,+2 laps,3
5,14,Bob Anderson,AND,Brabham Climax,78,+2 laps,2
6,1,Jack Brabham,BRA,Brabham Repco,76,+4 laps,1
NC,19,Dave Charlton,CHA,Brabham Climax,63,+17 laps,0
NC,20,Luki Botha,BOT,Brabham Climax,60,+20 laps,0
NC,18,Sam Tingle,TIN,LDS Climax,56,DNF,0
NC,16,Piers Courage,COU,Lotus BRM,51,DNF,0
NC,9,Dan Gurney,GUR,Eagle Climax,44,DNF,0
NC,12,Jo Siffert,SIF,Cooper Maserati,41,DNF,0
NC,3,Jochen Rindt,RIN,Cooper Maserati,38,DNF,0
NC,6,Mike Spence,SPE,BRM,31,DNF,0
NC,15,Jo Bonnier,BON,Cooper Maserati,30,DNF,0
NC,7,Jim Clark,CLA,Lotus BRM,22,DNF,0
NC,8,Graham Hill,HIL,Lotus BRM,6,DNF,0
NC,5,Jackie Stewart,STE,BRM,2,DNF,0
