Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,3,Jack Brabham,BRA,Brabham Repco,80,2:13:21.300,9
2,4,Denny Hulme,HUL,Brabham Repco,80,+49.500s,6
3,10,Jackie Stewart,STE,BRM,79,+1 lap,4
4,18,Jo Siffert,SIF,Cooper Maserati,77,+3 laps,3
5,15,Chris Irwin,IRW,BRM,76,DNF,2
6,14,Pedro Rodriguez,ROD,Cooper Maserati,76,+4 laps,1
NC,16,Guy Ligier,LIG,Cooper Maserati,68,+12 laps,0
NC,2,Chris Amon,AMO,Ferrari,47,DNF,0
NC,9,Dan Gurney,GUR,Eagle Weslake,40,DNF,0
NC,12,Jochen Rindt,RIN,Cooper Maserati,33,DNF,0
NC,8,Bruce McLaren,MCL,Eagle Weslake,26,DNF,0
NC,6,Jim Clark,CLA,Lotus Ford,23,DNF,0
NC,17,Bob Anderson,AND,Brabham Climax,16,DNF,0
NC,7,Graham Hill,HIL,Lotus Ford,13,DNF,0
NC,11,Mike Spence,SPE,BRM,9,DNF,0
