Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,5,Jim Clark,CLA,Lotus Ford,90,2:14:45.100,9
2,1,Jack Brabham,BRA,Brabham Repco,90,+23.600s,6
3,2,Denny Hulme,HUL,Brabham Repco,90,+25.700s,4
4,3,Chris Amon,AMO,Ferrari,90,+27.300s,3
5,4,Mike Parkes,PAR,Ferrari,89,+1 lap,2
6,22,Ludovico Scarfiotti,SCA,Ferrari,89,+1 lap,1
7,18,Chris Irwin,IRW,Lotus BRM,88,+2 laps,0
8,10,Mike Spence,SPE,BRM,87,+3 laps,0
9,21,Bob Anderson,AND,Brabham Climax,86,+4 laps,0
10,20,Jo Siffert,SIF,Cooper Maserati,83,+7 laps,0
NC,7,John Surtees,SUR,Honda,73,DNF,0
NC,9,Jackie Stewart,STE,BRM,51,DNF,0
NC,12,Jochen Rindt,RIN,Cooper Maserati,41,DNF,0
NC,14,Pedro Rodriguez,ROD,Cooper Maserati,39,DNF,0
NC,6,Graham Hill,HIL,Lotus Ford,11,DNF,0
NC,15,Dan Gurney,GUR,Eagle Weslake,8,DNF,0
NC,17,Bruce McLaren,MCL,McLaren BRM,1,DNF,0
