Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,1,Jimmy Bryan,BRY,Epperly Offenhauser,200,3:44:13.800,8
2,99,George Amick,AMI,Epperly Offenhauser,200,+27.629s,6
3,9,Johnny Boyd,BOY,Kurtis Kraft Offenhauser,200,,4
4,33,Tony Bettenhausen,BET,Epperly Offenhauser,200,+0 lap,4
5,2,Jim Rathmann,RAT,Epperly Offenhauser,200,+0 lap,2
6,16,Jimmy Reece,REE,Watson Offenhauser,200,+0 lap,0
7,26,Don Freeland,FRE,Phillips Offenhauser,200,+0 lap,0
8,44,Jud Larson,LAR,Watson Offenhauser,200,+0 lap,0
9,61,Eddie Johnson,JOH,Kurtis Kraft Offenhauser,200,+0 lap,0
10,54,Bill Cheesbourg,CHE,Kurtis Kraft Novi,200,+0 lap,0
11,52,Al Keller,KEL,Kurtis Kraft Offenhauser,200,+0 lap,0
12,45,Johnnie Parsons,PAR,Kurtis Kraft Offenhauser,200,+0 lap,0
13,19,Johnnie Tolan,TOL,Kuzma Offenhauser,200,+0 lap,0
14,65,Bob Christie,CHR,Kurtis Kraft Offenhauser,189,DNF,0
15,59,Dempsey Wilson,WIL,Kuzma Offenhauser,151,DNF,0
16,29,Anthony Joseph Foyt,FOY,Kuzma Offenhauser,148,DNF,0
17,77,Mike Magill,MAG,Kurtis Kraft Offenhauser,136,DSQ,0
18,15,Paul Russo,RUS,Kurtis Kraft Novi,122,DNF,0
19,83,Shorty Templeman,TEM,Kurtis Kraft Offenhauser,116,DNF,0
20,8,Rodger Ward,WAR,Lesovsky Offenhauser,93,DNF,0
21,43,Billy Garrett,GAR,Kurtis Kraft Offenhauser,80,DNF,0
22,88,Eddie Sachs,SAC,Kuzma Offenhauser,68,DNF,0
23,7,Johnny Thomson,THO,Kurtis Kraft Offenhauser,52,DNF,0
24,89,Chuck Weyant,WEY,Dunn Offenhauser,38,DNF,0
25,25,Jack Turner,TUR,Lesovsky Offenhauser,21,DNF,0
26,14,Bob Veith,VEI,Kurtis Kraft Offenhauser,1,DNF,0
27,97,Dick Rathmann,RAT,Watson Offenhauser,0,DNF,0
28,5,Ed Elisian,ELI,Watson Offenhauser,0,DNF,0
29,4,Pat O'Connor,O'C,Kurtis Kraft Offenhauser,0,DNF,0
30,31,Paul Goldsmith,GOL,Kurtis Kraft Offenhauser,0,DNF,0
31,92,Jerry Unser,UNS,Kurtis Kraft Offenhauser,0,DNF,0
32,68,Len Sutton,SUT,Kurtis Kraft Offenhauser,0,DNF,0
33,57,Art Bisch,BIS,Kuzma Offenhauser,0,DNF,0
