Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,20,Maurice Trintignant,TRI,Cooper Climax,100,2:52:27.900,8
2,34,Luigi Musso,MUS,Ferrari,100,+20.200s,6
3,36,Peter Collins,COL,Ferrari,100,+38.800s,4
4,16,Jack Brabham,BRA,Cooper Climax,97,+3 laps,3
5,8,Harry Schell,SCH,BRM,91,+9 laps,2
NC,40,Wolfgang von Trips,VON,Ferrari,91,DNF,0
6,24,Cliff Allison,ALL,Lotus Climax,87,+13 laps,0
NC,58,Jo Bonnier,BON,Maserati,71,DNF,0
NC,26,Graham Hill,HIL,Lotus Climax,69,DNF,0
NC,18,Roy Salvadori,SAL,Cooper Climax,56,DNF,0
NC,38,Mike Hawthorn,HAW,Ferrari,47,DNF,1
NC,28,Stirling Moss,MOS,Vanwall,38,DNF,0
NC,6,Jean Behra,BEH,BRM,30,DNF,0
NC,46,Giorgio Scarlatti,SCA,Maserati,27,DNF,0
NC,30,Tony Brooks,BRO,Vanwall,22,DNF,0
NC,32,Stuart Lewis-Evans,LEW,Vanwall,12,DNF,0
