Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,28,Tony Brooks,BRO,Vanwall,70.0,2:03:47.800,8
2,14,Mike Hawthorn,HAW,Ferrari,70.0,+24.200s,6
3,18,Phil Hill,HIL,Ferrari,70.0,+28.300s,5
4,32,Masten Gregory,GRE,Maserati,,SHC,0
4,32,Carroll Shelby,SHE,Maserati,69.0,+1 lap,0
5,6,Roy Salvadori,SAL,Cooper Climax,62.0,+8 laps,2
6,38,Graham Hill,HIL,Lotus Climax,62.0,+8 laps,0
7,36,Cliff Allison,ALL,Lotus Climax,61.0,+9 laps,0
NC,42,Maria Teresa de Filippis,DEF,Maserati,57.0,DNF,0
NC,22,Giulio Cabianca,CAB,Maserati,51.0,DNF,0
NC,8,Jean Behra,BEH,BRM,42.0,DNF,0
NC,24,Hans Herrmann,HER,Maserati,32.0,DNF,0
NC,30,Stuart Lewis-Evans,LEW,Vanwall,30.0,DNF,0
NC,2,Maurice Trintignant,TRI,Cooper Climax,24.0,DNF,0
NC,26,Stirling Moss,MOS,Vanwall,17.0,DNF,0
NC,12,Jo Bonnier,BON,BRM,14.0,DNF,0
NC,20,Olivier Gendebien,GEN,Ferrari,4.0,DNF,0
NC,40,Gerino Gerini,GER,Maserati,2.0,DNF,0
NC,34,Carroll Shelby,SHE,Maserati,1.0,DNF,0
NC,10,Harry Schell,SCH,BRM,0.0,DNF,0
NC,16,Wolfgang von Trips,VON,Ferrari,0.0,DNF,0
NC,4,Jack Brabham,BRA,Cooper Climax,0.0,DNF,0
