Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,33,Max Verstappen,VER,Red Bull Racing Honda,71,1:23:54.543,26
2,77,Valtteri Bottas,BOT,Mercedes,71,+17.973s,18
3,4,Lando Norris,NOR,McLaren Mercedes,71,+20.019s,15
4,44,Lewis Hamilton,HAM,Mercedes,71,+46.452s,12
5,55,Carlos Sainz,SAI,Ferrari,71,+57.144s,10
6,11,Sergio Perez,PER,Red Bull Racing Honda,71,+57.915s,8
7,3,Daniel Ricciardo,RIC,McLaren Mercedes,71,+60.395s,6
8,16,Charles Leclerc,LEC,Ferrari,71,+61.195s,4
9,10,Pierre Gasly,GAS,AlphaTauri Honda,71,+61.844s,2
10,14,Fernando Alonso,ALO,Alpine Renault,70,+1 lap,1
11,63,George Russell,RUS,Williams Mercedes,70,+1 lap,0
12,22,Yuki Tsunoda,TSU,AlphaTauri Honda,70,+1 lap,0
13,18,Lance Stroll,STR,Aston Martin Mercedes,70,+1 lap,0
14,99,Antonio Giovinazzi,GIO,Alfa Romeo Racing Ferrari,70,+1 lap,0
15,7,Kimi Räikkönen,RAI,Alfa Romeo Racing Ferrari,70,+1 lap,0
16,6,Nicholas Latifi,LAT,Williams Mercedes,70,+1 lap,0
17,5,Sebastian Vettel,VET,Aston Martin Mercedes,69,DNF,0
18,47,Mick Schumacher,MSC,Haas Ferrari,69,+2 laps,0
19,9,Nikita Mazepin,MAZ,Haas Ferrari,69,+2 laps,0
NC,31,Esteban Ocon,OCO,Alpine Renault,0,DNF,0
