Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,33,Max Verstappen,VER,Red Bull Racing Honda,53,1:27:25.770,26
2,44,Lewis Hamilton,HAM,Mercedes,53,+2.904s,18
3,11,Sergio Perez,PER,Red Bull Racing Honda,53,+8.811s,15
4,77,Valtteri Bottas,BOT,Mercedes,53,+14.618s,12
5,4,Lando Norris,NOR,McLaren Mercedes,53,+64.032s,10
6,3,Daniel Ricciardo,RIC,McLaren Mercedes,53,+75.857s,8
7,10,Pierre Gasly,GAS,AlphaTauri Honda,53,+76.596s,6
8,14,Fernando Alonso,ALO,Alpine Renault,53,+77.695s,4
9,5,Sebastian Vettel,VET,Aston Martin Mercedes,53,+79.666s,2
10,18,Lance Stroll,STR,Aston Martin Mercedes,53,+91.946s,1
11,55,Carlos Sainz,SAI,Ferrari,53,+99.337s,0
12,63,George Russell,RUS,Williams Mercedes,52,+1 lap,0
13,22,Yuki Tsunoda,TSU,AlphaTauri Honda,52,+1 lap,0
14,31,Esteban Ocon,OCO,Alpine Renault,52,+1 lap,0
15,99,Antonio Giovinazzi,GIO,Alfa Romeo Racing Ferrari,52,+1 lap,0
16,16,Charles Leclerc,LEC,Ferrari,52,+1 lap,0
17,7,Kimi Räikkönen,RAI,Alfa Romeo Racing Ferrari,52,+1 lap,0
18,6,Nicholas Latifi,LAT,Williams Mercedes,52,+1 lap,0
19,47,Mick Schumacher,MSC,Haas Ferrari,52,+1 lap,0
20,9,Nikita Mazepin,MAZ,Haas Ferrari,52,+1 lap,0
