Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,16,Charles Leclerc,LEC,Ferrari,44,1:23:45.710,25
2,44,Lewis Hamilton,HAM,Mercedes,44,+0.981s,18
3,77,Valtteri Bottas,BOT,Mercedes,44,+12.585s,15
4,5,Sebastian Vettel,VET,Ferrari,44,+26.422s,13
5,23,Alexander Albon,ALB,Red Bull Racing Honda,44,+81.325s,10
6,11,Sergio Perez,PER,Racing Point BWT Mercedes,44,+84.448s,8
7,26,Daniil Kvyat,KVY,Scuderia Toro Rosso Honda,44,+89.657s,6
8,27,Nico Hulkenberg,HUL,Renault,44,+106.639s,4
9,10,Pierre Gasly,GAS,Scuderia Toro Rosso Honda,44,+109.168s,2
10,18,Lance Stroll,STR,Racing Point BWT Mercedes,44,+109.838s,1
11,4,Lando Norris,NOR,McLaren Renault,43,DNF,0
12,20,Kevin Magnussen,MAG,Haas Ferrari,43,+1 lap,0
13,8,Romain Grosjean,GRO,Haas Ferrari,43,+1 lap,0
14,3,Daniel Ricciardo,RIC,Renault,43,+1 lap,0
15,63,George Russell,RUS,Williams Mercedes,43,+1 lap,0
16,7,Kimi Räikkönen,RAI,Alfa Romeo Racing Ferrari,43,+1 lap,0
17,88,Robert Kubica,KUB,Williams Mercedes,43,+1 lap,0
18,99,Antonio Giovinazzi,GIO,Alfa Romeo Racing Ferrari,42,DNF,0
NC,55,Carlos Sainz,SAI,McLaren Renault,1,DNF,0
NC,33,Max Verstappen,VER,Red Bull Racing Honda,0,DNF,0
