Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,44,Lewis Hamilton,HAM,Mercedes,66,1:35:50.443,26
2,77,Valtteri Bottas,BOT,Mercedes,66,+4.074s,18
3,33,Max Verstappen,VER,Red Bull Racing Honda,66,+7.679s,15
4,5,Sebastian Vettel,VET,Ferrari,66,+9.167s,12
5,16,Charles Leclerc,LEC,Ferrari,66,+13.361s,10
6,10,Pierre Gasly,GAS,Red Bull Racing Honda,66,+19.576s,8
7,20,Kevin Magnussen,MAG,Haas Ferrari,66,+28.159s,6
8,55,Carlos Sainz,SAI,McLaren Renault,66,+32.342s,4
9,26,Daniil Kvyat,KVY,Scuderia Toro Rosso Honda,66,+33.056s,2
10,8,Romain Grosjean,GRO,Haas Ferrari,66,+34.641s,1
11,23,Alexander Albon,ALB,Scuderia Toro Rosso Honda,66,+35.445s,0
12,3,Daniel Ricciardo,RIC,Renault,66,+36.758s,0
13,27,Nico Hulkenberg,HUL,Renault,66,+39.241s,0
14,7,Kimi Räikkönen,RAI,Alfa Romeo Racing Ferrari,66,+41.803s,0
15,11,Sergio Perez,PER,Racing Point BWT Mercedes,66,+46.877s,0
16,99,Antonio Giovinazzi,GIO,Alfa Romeo Racing Ferrari,66,+47.691s,0
17,63,George Russell,RUS,Williams Mercedes,65,+1 lap,0
18,88,Robert Kubica,KUB,Williams Mercedes,65,+1 lap,0
NC,18,Lance Stroll,STR,Racing Point BWT Mercedes,44,DNF,0
NC,4,Lando Norris,NOR,McLaren Renault,44,DNF,0
