Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,44,Lewis Hamilton,HAM,Mercedes,52,1:21:08.452,26
2,77,Valtteri Bottas,BOT,Mercedes,52,+24.928s,18
3,16,Charles Leclerc,LEC,Ferrari,52,+30.117s,15
4,10,Pierre Gasly,GAS,Red Bull Racing Honda,52,+34.692s,12
5,33,Max Verstappen,VER,Red Bull Racing Honda,52,+39.458s,10
6,55,Carlos Sainz,SAI,McLaren Renault,52,+53.639s,8
7,3,Daniel Ricciardo,RIC,Renault,52,+54.401s,6
8,7,Kimi Räikkönen,RAI,Alfa Romeo Racing Ferrari,52,+65.540s,4
9,26,Daniil Kvyat,KVY,Scuderia Toro Rosso Honda,52,+66.720s,2
10,27,Nico Hulkenberg,HUL,Renault,52,+72.733s,1
11,4,Lando Norris,NOR,McLaren Renault,52,+74.281s,0
12,23,Alexander Albon,ALB,Scuderia Toro Rosso Honda,52,+75.617s,0
13,18,Lance Stroll,STR,Racing Point BWT Mercedes,52,+81.086s,0
14,63,George Russell,RUS,Williams Mercedes,51,+1 lap,0
15,88,Robert Kubica,KUB,Williams Mercedes,51,+1 lap,0
16,5,Sebastian Vettel,VET,Ferrari,51,+1 lap,0
17,11,Sergio Perez,PER,Racing Point BWT Mercedes,51,+1 lap,0
NC,99,Antonio Giovinazzi,GIO,Alfa Romeo Racing Ferrari,18,DNF,0
NC,8,Romain Grosjean,GRO,Haas Ferrari,9,DNF,0
NC,20,Kevin Magnussen,MAG,Haas Ferrari,6,DNF,0
