Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,77,Valtteri Bottas,BOT,Mercedes,56,1:33:55.653,25
2,44,Lewis Hamilton,HAM,Mercedes,56,+4.148s,18
3,33,Max Verstappen,VER,Red Bull Racing Honda,56,+5.002s,15
4,16,Charles Leclerc,LEC,Ferrari,56,+52.239s,13
5,23,Alexander Albon,ALB,Red Bull Racing Honda,56,+78.038s,10
6,3,Daniel Ricciardo,RIC,Renault,56,+90.366s,8
7,4,Lando Norris,NOR,McLaren Renault,56,+90.764s,6
8,55,Carlos Sainz,SAI,McLaren Renault,55,+1 lap,4
9,27,Nico Hulkenberg,HUL,Renault,55,+1 lap,2
10,11,Sergio Perez,PER,Racing Point BWT Mercedes,55,+1 lap,1
11,7,Kimi Räikkönen,RAI,Alfa Romeo Racing Ferrari,55,+1 lap,0
12,26,Daniil Kvyat,KVY,Scuderia Toro Rosso Honda,55,+1 lap,0
13,18,Lance Stroll,STR,Racing Point BWT Mercedes,55,+1 lap,0
14,99,Antonio Giovinazzi,GIO,Alfa Romeo Racing Ferrari,55,+1 lap,0
15,8,Romain Grosjean,GRO,Haas Ferrari,55,+1 lap,0
16,10,Pierre Gasly,GAS,Scuderia Toro Rosso Honda,54,DNF,0
17,63,George Russell,RUS,Williams Mercedes,54,+2 laps,0
18,20,Kevin Magnussen,MAG,Haas Ferrari,52,DNF,0
NC,88,Robert Kubica,KUB,Williams Mercedes,31,DNF,0
NC,5,Sebastian Vettel,VET,Ferrari,7,DNF,0
