Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,12,Niki Lauda,LAU,Ferrari,59,1:42:58.175,9
2,1,Emerson Fittipaldi,FIT,McLaren Ford,59,+4.943s,6
3,2,Jochen Mass,MAS,McLaren Ford,59,+47.637s,4
4,24,James Hunt,HUN,Hesketh Ford,59,+49.475s,3
5,5,Ronnie Peterson,PET,Lotus Ford,59,+49.986s,2
6,3,Jody Scheckter,SCH,Tyrrell Ford,59,+50.321s,1
7,9,Vittorio Brambilla,BRA,March Ford,59,+104.031s,0
8,10,Hans-Joachim Stuck,STU,March Ford,58,+1 lap,0
9,28,John Watson,WAT,Penske Ford,57,+2 laps,0
10,30,Wilson Fittipaldi,FIT,Fittipaldi Ford,55,+4 laps,0
NC,16,Tom Pryce,PRY,Shadow Ford,52,+7 laps,0
NC,6,Brian Henton,HEN,Lotus Ford,49,+10 laps,0
NC,25,Brett Lunger,LUN,Hesketh Ford,46,DNF,0
NC,31,Roelof Wunderink,WUN,Ensign Ford,41,DNF,0
NC,11,Clay Regazzoni,REG,Ferrari,28,DNF,0
NC,17,Jean-Pierre Jarier,JAR,Shadow Ford,19,DNF,0
NC,7,Carlos Reutemann,REU,Brabham Ford,9,DNF,0
NC,27,Mario Andretti,AND,Parnelli Ford,9,DNF,0
NC,23,Tony Brise,BRI,Hill Ford,5,DNF,0
NC,15,Michel Leclere,LEC,Tyrrell Ford,5,DNF,0
NC,4,Patrick Depailler,DEP,Tyrrell Ford,2,DNF,0
NC,8,Carlos Pace,PAC,Brabham Ford,2,DNF,0
