Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,1,Emerson Fittipaldi,FIT,McLaren Ford,56,1:22:05.000,9
2,8,Carlos Pace,PAC,Brabham Ford,55,DNF,6
3,3,Jody Scheckter,SCH,Tyrrell Ford,55,DNF,4
4,24,James Hunt,HUN,Hesketh Ford,55,DNF,3
5,28,Mark Donohue,DON,March Ford,55,DNF,2
6,9,Vittorio Brambilla,BRA,March Ford,55,+1 lap,1
7,2,Jochen Mass,MAS,McLaren Ford,55,DNF,0
8,12,Niki Lauda,LAU,Ferrari,54,+2 laps,0
9,4,Patrick Depailler,DEP,Tyrrell Ford,54,DNF,0
10,22,Alan Jones,JON,Hill Ford,54,+2 laps,0
11,18,John Watson,WAT,Surtees Ford,54,DNF,0
12,27,Mario Andretti,AND,Parnelli Ford,54,+2 laps,0
13,11,Clay Regazzoni,REG,Ferrari,54,+2 laps,0
14,17,Jean-Pierre Jarier,JAR,Shadow Ford,53,DNF,0
15,23,Tony Brise,BRI,Hill Ford,53,DNF,0
16,15,Brian Henton,HEN,Lotus Ford,53,DNF,0
17,32,John Nicholson,NIC,Lyncar Ford,51,DNF,0
18,19,Dave Morgan,MOR,Surtees Ford,50,DNF,0
19,30,Wilson Fittipaldi,FIT,Fittipaldi Ford,50,DNF,0
NC,10,Hans-Joachim Stuck,STU,March Ford,45,DNF,0
NC,6,Jim Crawford,CRA,Lotus Ford,28,DNF,0
NC,16,Tom Pryce,PRY,Shadow Ford,20,DNF,0
NC,29,Lella Lombardi,LOM,March Ford,18,DNF,0
NC,5,Ronnie Peterson,PET,Lotus Ford,7,DNF,0
NC,21,Jacques Laffite,LAF,Frank Williams Racing Cars/Williams,5,DNF,0
NC,7,Carlos Reutemann,REU,Brabham Ford,4,DNF,0
