Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,12,Niki Lauda,LAU,Ferrari,54,1:40:18.840,9
2,24,James Hunt,HUN,Hesketh Ford,54,+1.590s,6
3,2,Jochen Mass,MAS,McLaren Ford,54,+2.310s,4
4,1,Emerson Fittipaldi,FIT,McLaren Ford,54,+39.770s,3
5,27,Mario Andretti,AND,Parnelli Ford,54,+62.080s,2
6,4,Patrick Depailler,DEP,Tyrrell Ford,54,+67.400s,1
7,23,Tony Brise,BRI,Hill Ford,54,+69.610s,0
8,17,Jean-Pierre Jarier,JAR,Shadow Ford,54,+79.780s,0
9,3,Jody Scheckter,SCH,Tyrrell Ford,54,+91.680s,0
10,5,Ronnie Peterson,PET,Lotus Ford,54,+96.020s,0
11,21,Jacques Laffite,LAF,Frank Williams Racing Cars/Williams,54,+96.770s,0
12,15,Jean-Pierre Jabouille,JAB,Tyrrell Ford,54,+97.130s,0
13,18,John Watson,WAT,Surtees Ford,53,+1 lap,0
14,7,Carlos Reutemann,REU,Brabham Ford,53,+1 lap,0
15,31,Gijs van Lennep,VAN,Ensign Ford,53,+1 lap,0
16,22,Alan Jones,JON,Hill Ford,53,+1 lap,0
17,14,Bob Evans,EVA,BRM,52,+2 laps,0
18,10,Lella Lombardi,LOM,March Ford,50,+4 laps,0
NC,8,Carlos Pace,PAC,Brabham Ford,26,DNF,0
NC,6,Jacky Ickx,ICK,Lotus Ford,17,DNF,0
NC,30,Wilson Fittipaldi,FIT,Fittipaldi Ford,14,DNF,0
NC,28,Mark Donohue,DON,Penske Ford,6,DNF,0
NC,9,Vittorio Brambilla,BRA,March Ford,6,DNF,0
NC,11,Clay Regazzoni,REG,Ferrari,6,DNF,0
NC,16,Tom Pryce,PRY,Shadow Ford,2,DNF,0
