Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,9,Vittorio Brambilla,BRA,March Ford,29,57:56.690,4.5
2,24,James Hunt,HUN,Hesketh Ford,29,+27.030s,3.0
3,16,Tom Pryce,PRY,Shadow Ford,29,+34.850s,2.0
4,2,Jochen Mass,MAS,McLaren Ford,29,+72.660s,1.5
5,5,Ronnie Peterson,PET,Lotus Ford,29,+83.330s,1.0
6,12,Niki Lauda,LAU,Ferrari,29,+90.280s,0.5
7,11,Clay Regazzoni,REG,Ferrari,29,+99.070s,0.0
8,3,Jody Scheckter,SCH,Tyrrell Ford,28,+1 lap,0.0
9,1,Emerson Fittipaldi,FIT,McLaren Ford,28,+1 lap,0.0
10,18,John Watson,WAT,Surtees Ford,28,+1 lap,0.0
11,4,Patrick Depailler,DEP,Tyrrell Ford,28,+1 lap,0.0
12,31,Chris Amon,AMO,Ensign Ford,28,+1 lap,0.0
13,25,Brett Lunger,LUN,Hesketh Ford,28,+1 lap,0.0
14,7,Carlos Reutemann,REU,Brabham Ford,28,+1 lap,0.0
15,23,Tony Brise,BRI,Hill Ford,28,+1 lap,0.0
16,22,Rolf Stommelen,STO,Hill Ford,27,+2 laps,0.0
17,29,Lella Lombardi,LOM,March Ford,26,+3 laps,0.0
NC,33,Roelof Wunderink,WUN,Ensign Ford,25,+4 laps,0.0
NC,32,Harald Ertl,ERT,Hesketh Ford,23,DNF,0.0
NC,21,Jacques Laffite,LAF,Frank Williams Racing Cars/Williams,21,DNF,0.0
NC,8,Carlos Pace,PAC,Brabham Ford,17,DNF,0.0
NC,20,Jo Vonlanthen,VON,Frank Williams Racing Cars/Williams,14,DNF,0.0
NC,10,Hans-Joachim Stuck,STU,March Ford,10,DNF,0.0
NC,17,Jean-Pierre Jarier,JAR,Shadow Matra,10,DNF,0.0
NC,14,Bob Evans,EVA,BRM,2,DNF,0.0
NC,27,Mario Andretti,AND,Parnelli Ford,1,DNF,0.0
