Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,7,Carlos Reutemann,REU,Brabham Ford,14,1:41:14.100,9
2,21,Jacques Laffite,LAF,Frank Williams Racing Cars/Williams,14,+97.700s,6
3,12,Niki Lauda,LAU,Ferrari,14,+143.300s,4
4,16,Tom Pryce,PRY,Shadow Ford,14,+211.400s,3
5,22,Alan Jones,JON,Hill Ford,14,+230.300s,2
6,19,Gijs van Lennep,VAN,Ensign Ford,14,+305.500s,1
7,29,Lella Lombardi,LOM,March Ford,14,+450.400s,0
8,25,Harald Ertl,ERT,Hesketh Ford,14,+460.900s,0
9,4,Patrick Depailler,DEP,Tyrrell Ford,13,+1 lap,0
10,27,Mario Andretti,AND,Parnelli Ford,12,DNF,0
NC,24,James Hunt,HUN,Hesketh Ford,10,DNF,0
NC,11,Clay Regazzoni,REG,Ferrari,9,DNF,0
NC,23,Tony Brise,BRI,Hill Ford,9,DNF,0
NC,3,Jody Scheckter,SCH,Tyrrell Ford,7,DNF,0
NC,17,Jean-Pierre Jarier,JAR,Shadow Ford,7,DNF,0
NC,8,Carlos Pace,PAC,Brabham Ford,5,DNF,0
NC,30,Wilson Fittipaldi,FIT,Fittipaldi Ford,4,DNF,0
NC,1,Emerson Fittipaldi,FIT,McLaren Ford,3,DNF,0
NC,10,Hans-Joachim Stuck,STU,March Ford,3,DNF,0
NC,9,Vittorio Brambilla,BRA,March Ford,3,DNF,0
NC,6,John Watson,WAT,Lotus Ford,2,DNF,0
NC,5,Ronnie Peterson,PET,Lotus Ford,1,DNF,0
NC,28,Mark Donohue,DON,March Ford,1,DNF,0
NC,2,Jochen Mass,MAS,McLaren Ford,0,DNF,0
