Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,4,Nino Farina,FAR,Alfa Romeo,36,2:45:46.200,8
2,8,Alberto Ascari,ASC,Ferrari,36,+171.000s,6
3,10,Luigi Villoresi,VIL,Ferrari,36,+261.900s,4
4,14,Louis Rosier,ROS,Talbot-Lago,34,+2 laps,3
5,22,Yves Giraud Cabantous,CAB,Talbot-Lago,34,+2 laps,2
6,24,Andre Pilette,PIL,Talbot-Lago,33,+3 laps,0
7,16,Johnny Claes,CLA,Talbot-Lago,33,+3 laps,0
8,26,Pierre Levegh,LEV,Talbot-Lago,32,+4 laps,0
9,2,Juan Manuel Fangio,FAN,Alfa Romeo,32,+4 laps,1
NC,18,Louis Chiron,CHI,Talbot-Lago,28,DNF,0
NC,6,Consalvo Sanesi,SAN,Alfa Romeo,11,DNF,0
NC,12,Piero Taruffi,TAR,Ferrari,8,DNF,0
NC,20,Philippe Etancelin,ETA,Talbot-Lago,0,DNF,0
