Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,2,Alberto Ascari,ASC,Ferrari,80.0,2:42:39.300,8
2,6,Jose Froilan Gonzalez,GON,Ferrari,80.0,+44.600s,6
3,40,Felice Bonetto,BON,Alfa Romeo,,SHC,2
3,40,Nino Farina,FAR,Alfa Romeo,79.0,+1 lap,3
4,4,Luigi Villoresi,VIL,Ferrari,79.0,+1 lap,3
5,8,Piero Taruffi,TAR,Ferrari,78.0,+2 laps,2
6,48,Andre Simon,SIM,Simca-Gordini,74.0,+6 laps,0
7,18,Louis Rosier,ROS,Talbot-Lago,73.0,+7 laps,0
8,24,Yves Giraud Cabantous,CAB,Talbot-Lago,72.0,+8 laps,0
9,44,Franco Rol,ROL,OSCA,67.0,+13 laps,0
NC,38,Juan Manuel Fangio,FAN,Alfa Romeo,39.0,DNF,0
NC,50,Maurice Trintignant,TRI,Simca-Gordini,29.0,DNF,0
NC,46,Robert Manzon,MAN,Simca-Gordini,29.0,DNF,0
NC,20,Louis Chiron,CHI,Talbot-Lago,23.0,DNF,0
NC,22,Pierre Levegh,LEV,Talbot-Lago,9.0,DNF,0
NC,28,Jacques Swaters,SWA,Talbot-Lago,7.0,DNF,0
NC,34,Nino Farina,FAR,Alfa Romeo,6.0,DNF,0
NC,26,Johnny Claes,CLA,Talbot-Lago,4.0,DNF,0
NC,36,Toulo de Graffenried,DEG,Alfa Romeo,1.0,DNF,0
NC,16,Peter Whitehead,WHI,Ferrari,1.0,DNF,0
NC,12,Chico Landi,LAN,Ferrari,1.0,DNF,0
