Position,Driver Number,Driver,Driver Abbreviation,Car,Time,Laps
1,1,Mika Hakkinen,HAK,McLaren Mercedes,1:22.432,10
2,8,Heinz-Harald Frentzen,FRE,Jordan Mugen Honda,1:22.926,11
3,2,David Coulthard,COU,McLaren Mercedes,1:23.177,12
4,5,Alessandro Zanardi,ZAN,Williams Supertec,1:23.432,12
5,6,Ralf Schumacher,RSC,Williams Supertec,1:23.636,12
6,3,Mika Salo,SAL,Ferrari,1:23.657,12
7,16,Rubens Barrichello,BAR,Stewart Ford,1:23.739,11
8,4,Eddie Irvine,IRV,Ferrari,1:23.765,12
9,7,Damon Hill,HIL,Jordan Mugen Honda,1:23.979,11
10,18,Olivier Panis,PAN,Prost Peugeot,1:24.016,12
11,22,Jacques Villeneuve,VIL,BAR Supertec,1:24.188,11
12,19,Jarno Trulli,TRU,Prost Peugeot,1:24.293,11
13,11,Jean Alesi,ALE,Sauber Petronas,1:24.591,12
14,10,Alexander Wurz,WUR,Benetton Playlife,1:24.593,12
15,17,Johnny Herbert,HER,Stewart Ford,1:24.594,12
16,12,Pedro Diniz,DIN,Sauber Petronas,1:24.596,11
17,9,Giancarlo Fisichella,FIS,Benetton Playlife,1:24.862,12
18,23,Ricardo Zonta,ZON,BAR Supertec,1:25.114,12
19,20,Luca Badoer,BAD,Minardi Ford,1:25.348,11
20,21,Marc Gene,GEN,Minardi Ford,1:25.695,12
21,14,Pedro de la Rosa,DLR,Arrows,1:26.383,11
22,15,Toranosuke Takagi,TAK,Arrows,1:26.509,12
