Position,Driver Number,Driver,Driver Abbreviation,Car,Time,Laps
1,16,Rubens Barrichello,BAR,Stewart Ford,1:38.441,5
2,11,Jean Alesi,ALE,Sauber Petronas,1:38.881,6
3,18,Olivier Panis,PAN,Prost Peugeot,1:40.400,5
4,2,David Coulthard,COU,McLaren Mercedes,1:40.403,11
5,8,Heinz-Harald Frentzen,FRE,Jordan Mugen Honda,1:40.690,10
6,3,Michael Schumacher,MSC,Ferrari,1:41.127,10
7,9,Giancarlo Fisichella,FIS,Benetton Playlife,1:41.825,9
8,19,Jarno Trulli,TRU,Prost Peugeot,1:42.096,8
9,17,Johnny Herbert,HER,Stewart Ford,1:42.199,7
10,23,Ricardo Zonta,ZON,BAR Supertec,1:42.228,9
11,12,Pedro Diniz,DIN,Sauber Petronas,1:42.942,8
12,22,Jacques Villeneuve,VIL,BAR Supertec,1:43.748,10
13,10,Alexander Wurz,WUR,Benetton Playlife,1:44.319,10
14,1,Mika Hakkinen,HAK,McLaren Mercedes,1:44.368,8
15,5,Alessandro Zanardi,ZAN,Williams Supertec,1:44.912,11
16,6,Ralf Schumacher,RSC,Williams Supertec,1:45.189,9
17,4,Eddie Irvine,IRV,Ferrari,1:45.218,7
NC,7,Damon Hill,HIL,Jordan Mugen Honda,1:45.334,10
NC,21,Marc Gene,GEN,Minardi Ford,1:46.324,10
NC,20,Luca Badoer,BAD,Minardi Ford,1:46.784,8
NC,14,Pedro de la Rosa,DLR,Arrows,1:48.215,9
NC,15,Toranosuke Takagi,TAK,Arrows,1:48.322,10
