Position,Driver Number,Driver,Driver Abbreviation,Car,Time,Laps
1,1,Mika Hakkinen,HAK,McLaren Mercedes,1:24.804,9
2,3,Michael Schumacher,MSC,Ferrari,1:25.223,11
3,2,David Coulthard,COU,McLaren Mercedes,1:25.594,12
4,4,Eddie Irvine,IRV,Ferrari,1:25.677,12
5,8,Heinz-Harald Frentzen,FRE,Jordan Mugen Honda,1:25.991,11
6,7,Damon Hill,HIL,Jordan Mugen Honda,1:26.099,12
7,16,Rubens Barrichello,BAR,Stewart Ford,1:26.194,12
8,6,Ralf Schumacher,RSC,Williams Supertec,1:26.438,12
9,22,Jacques Villeneuve,VIL,BAR Supertec,1:26.719,11
10,11,Jean Alesi,ALE,Sauber Petronas,1:26.761,11
11,17,Johnny Herbert,HER,Stewart Ford,1:26.873,12
12,12,Pedro Diniz,DIN,Sauber Petronas,1:27.196,12
13,5,Alessandro Zanardi,ZAN,Williams Supertec,1:27.223,12
14,19,Jarno Trulli,TRU,Prost Peugeot,1:27.227,10
15,18,Olivier Panis,PAN,Prost Peugeot,1:27.543,11
16,23,Ricardo Zonta,ZON,BAR Supertec,1:27.699,11
17,9,Giancarlo Fisichella,FIS,Benetton Playlife,1:27.857,12
18,10,Alexander Wurz,WUR,Benetton Playlife,1:28.010,12
19,15,Toranosuke Takagi,TAK,Arrows,1:28.037,11
20,14,Pedro de la Rosa,DLR,Arrows,1:28.148,12
21,20,Luca Badoer,BAD,Minardi Ford,1:28.695,11
22,21,Marc Gene,GEN,Minardi Ford,1:28.772,12
