Position,Driver Number,Driver,Driver Abbreviation,Car,Time,Laps
1,4,David Coulthard,COU,McLaren Mercedes,1:23.054,12
2,3,Mika Hakkinen,HAK,McLaren Mercedes,1:23.282,12
3,5,Ralf Schumacher,RSC,Williams BMW,1:23.357,12
4,1,Michael Schumacher,MSC,Ferrari,1:23.593,12
5,12,Jarno Trulli,TRU,Jordan Honda,1:23.658,12
6,2,Rubens Barrichello,BAR,Ferrari,1:23.786,10
7,6,Juan Pablo Montoya,MOY,Williams BMW,1:24.141,12
8,9,Olivier Panis,PAN,BAR Honda,1:24.213,12
9,11,Heinz-Harald Frentzen,FRE,Jordan Honda,1:24.436,11
10,17,Kimi Räikkönen,RAI,Sauber Petronas,1:24.671,12
11,10,Jacques Villeneuve,VIL,BAR Honda,1:24.769,12
12,16,Nick Heidfeld,HEI,Sauber Petronas,1:25.007,12
13,18,Eddie Irvine,IRV,Jaguar Cosworth,1:25.392,12
14,22,Jean Alesi,ALE,Prost Acer,1:25.411,12
15,19,Luciano Burti,BUR,Jaguar Cosworth,1:25.572,12
16,15,Enrique Bernoldi,BER,Arrows Asiatech,1:25.872,12
17,14,Jos Verstappen,VER,Arrows Asiatech,1:26.062,12
18,21,Fernando Alonso,ALO,Minardi European,1:26.855,12
19,7,Giancarlo Fisichella,FIS,Benetton Renault,1:26.902,11
20,23,Gaston Mazzacane,MAZ,Prost Acer,1:27.750,12
21,8,Jenson Button,BUT,Benetton Renault,1:27.758,11
22,20,Tarso Marques,MAR,Minardi European,1:28.281,12
