Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,19,Alessandro Nannini,NAN,Benetton Ford,53,1:35:06.277,9
2,6,Riccardo Patrese,PAT,Williams Renault,53,+11.904s,6
3,5,Thierry Boutsen,BOU,Williams Renault,53,+13.446s,4
4,11,Nelson Piquet,PIQ,Lotus Judd,53,+104.225s,3
5,7,Martin Brundle,BRU,Brabham Judd,52,+1 lap,2
6,9,Derek Warwick,WAR,Arrows Ford,52,+1 lap,1
7,15,Mauricio Gugelmin,GUG,March Judd,52,+1 lap,0
8,10,Eddie Cheever,CHE,Arrows Ford,52,+1 lap,0
9,21,Alex Caffi,CAF,Dallara Ford,52,+1 lap,0
10,22,Andrea de Cesaris,DEC,Dallara Ford,51,+2 laps,0
NC,2,Alain Prost,PRO,McLaren Honda,46,DNF,0
NC,8,Stefano Modena,MOD,Brabham Judd,46,DNF,0
NC,27,Nigel Mansell,MAN,Ferrari,43,DNF,0
NC,12,Satoru Nakajima,NAK,Lotus Judd,41,DNF,0
NC,4,Jean Alesi,ALE,Tyrrell Ford,37,DNF,0
NC,30,Philippe Alliot,ALL,Lola Lamborghini,36,DNF,0
NC,28,Gerhard Berger,BER,Ferrari,34,DNF,0
NC,20,Emanuele Pirro,PIR,Benetton Ford,33,DNF,0
NC,26,Olivier Grouillard,GRO,Ligier Ford,31,DNF,0
NC,16,Ivan Capelli,CAP,March Judd,27,DNF,0
NC,17,Nicola Larini,LAR,Osella Ford,21,DNF,0
NC,3,Jonathan Palmer,PAL,Tyrrell Ford,20,DNF,0
NC,34,Bernd Schneider,SCH,Zakspeed Yamaha,1,DNF,0
