Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,1,Ayrton Senna,SEN,McLaren Honda,58,1:26:51.245,9
2,2,Alain Prost,PRO,McLaren Honda,58,+40.225s,6
3,19,Alessandro Nannini,NAN,Benetton Ford,57,+1 lap,4
4,5,Thierry Boutsen,BOU,Williams Renault,57,+1 lap,3
5,9,Derek Warwick,WAR,Arrows Ford,57,+1 lap,2
6,3,Jonathan Palmer,PAL,Tyrrell Ford,57,+1 lap,1
7,21,Alex Caffi,CAF,Dallara Ford,57,+1 lap,0
8,40,Gabriele Tarquini,TAR,AGS Ford,57,+1 lap,0
9,10,Eddie Cheever,CHE,Arrows Ford,56,+2 laps,0
10,22,Andrea de Cesaris,DEC,Dallara Ford,56,+2 laps,0
11,20,Johnny Herbert,HER,Benetton Ford,56,+2 laps,0
12,17,Nicola Larini,LAR,Osella Ford,52,DNF,0
NC,7,Martin Brundle,BRU,Brabham Judd,51,DNF,0
NC,12,Satoru Nakajima,NAK,Lotus Judd,46,+12 laps,0
NC,24,Luis Perez-Sala,PER,Minardi Ford,43,DNF,0
NC,15,Mauricio Gugelmin,GUG,March Judd,39,DNF,0
NC,11,Nelson Piquet,PIQ,Lotus Judd,29,DNF,0
NC,27,Nigel Mansell,MAN,Ferrari,23,DNF,0
NC,6,Riccardo Patrese,PAT,Williams Renault,21,DNF,0
NC,8,Stefano Modena,MOD,Brabham Judd,19,DNF,0
NC,23,Pierluigi Martini,MAR,Minardi Ford,6,DNF,0
NC,26,Olivier Grouillard,GRO,Ligier Ford,4,DNF,0
NC,28,Gerhard Berger,BER,Ferrari,3,DNF,0
NC,16,Ivan Capelli,CAP,March Judd,1,DNF,0
