Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,5,Thierry Boutsen,BOU,Williams Renault,70,2:00:17.421,9
2,19,Alessandro Nannini,NAN,Benetton Ford,70,+28.658s,6
3,6,Riccardo Patrese,PAT,Williams Renault,70,+37.683s,4
4,12,Satoru Nakajima,NAK,Lotus Judd,70,+42.331s,3
5,20,Emanuele Pirro,PIR,Benetton Ford,68,+2 laps,2
6,23,Pierluigi Martini,MAR,Minardi Ford,67,+3 laps,1
7,15,Mauricio Gugelmin,GUG,March Judd,66,+4 laps,0
8,8,Stefano Modena,MOD,Brabham Judd,64,+6 laps,0
NC,10,Eddie Cheever,CHE,Arrows Ford,42,DNF,0
NC,37,Jyrki Jarvilehto,JAR,Onyx Ford,27,DNF,0
NC,26,Olivier Grouillard,GRO,Ligier Ford,22,DNF,0
NC,11,Nelson Piquet,PIQ,Lotus Judd,19,DNF,0
NC,18,Piercarlo Ghinzani,GHI,Osella Ford,18,DNF,0
NC,27,Nigel Mansell,MAN,Ferrari,17,DNF,0
NC,1,Ayrton Senna,SEN,McLaren Honda,13,DNF,0
NC,21,Alex Caffi,CAF,Dallara Ford,13,DNF,0
NC,16,Ivan Capelli,CAP,March Judd,13,DNF,0
NC,22,Andrea de Cesaris,DEC,Dallara Ford,12,DNF,0
NC,7,Martin Brundle,BRU,Brabham Judd,12,DNF,0
NC,9,Derek Warwick,WAR,Arrows Ford,7,DNF,0
NC,30,Philippe Alliot,ALL,Lola Lamborghini,6,DNF,0
NC,28,Gerhard Berger,BER,Ferrari,6,DNF,0
NC,4,Jean Alesi,ALE,Tyrrell Ford,5,DNF,0
NC,25,Rene Arnoux,ARN,Ligier Ford,4,DNF,0
