Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,2,Alain Prost,PRO,McLaren Honda,53,1:19:27.550,9
2,28,Gerhard Berger,BER,Ferrari,53,+7.326s,6
3,5,Thierry Boutsen,BOU,Williams Renault,53,+14.975s,4
4,6,Riccardo Patrese,PAT,Williams Renault,53,+38.722s,3
5,4,Jean Alesi,ALE,Tyrrell Ford,52,+1 lap,2
6,7,Martin Brundle,BRU,Brabham Judd,52,+1 lap,1
7,23,Pierluigi Martini,MAR,Minardi Ford,52,+1 lap,0
8,24,Luis Perez-Sala,PER,Minardi Ford,51,+2 laps,0
9,25,Rene Arnoux,ARN,Ligier Ford,51,+2 laps,0
10,12,Satoru Nakajima,NAK,Lotus Judd,51,+2 laps,0
11,21,Alex Caffi,CAF,Dallara Ford,47,DNF,0
NC,22,Andrea de Cesaris,DEC,Dallara Ford,45,DNF,0
NC,1,Ayrton Senna,SEN,McLaren Honda,44,DNF,0
NC,27,Nigel Mansell,MAN,Ferrari,41,DNF,0
NC,37,Bertrand Gachot,GAC,Onyx Ford,38,DNF,0
NC,19,Alessandro Nannini,NAN,Benetton Ford,33,DNF,0
NC,16,Ivan Capelli,CAP,March Judd,30,DNF,0
NC,26,Olivier Grouillard,GRO,Ligier Ford,30,DNF,0
NC,11,Nelson Piquet,PIQ,Lotus Judd,23,DNF,0
NC,3,Jonathan Palmer,PAL,Tyrrell Ford,18,DNF,0
NC,9,Derek Warwick,WAR,Arrows Ford,18,DNF,0
NC,17,Nicola Larini,LAR,Osella Ford,16,DNF,0
NC,29,Michele Alboreto,ALB,Lola Lamborghini,14,DNF,0
NC,15,Mauricio Gugelmin,GUG,March Judd,14,DNF,0
NC,30,Philippe Alliot,ALL,Lola Lamborghini,1,DNF,0
