Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,2,Alain Prost,PRO,McLaren Honda,64,1:19:22.131,9
2,27,Nigel Mansell,MAN,Ferrari,64,+19.369s,6
3,19,Alessandro Nannini,NAN,Benetton Ford,64,+48.019s,4
4,11,Nelson Piquet,PIQ,Lotus Judd,64,+66.735s,3
5,23,Pierluigi Martini,MAR,Minardi Ford,63,+1 lap,2
6,24,Luis Perez-Sala,PER,Minardi Ford,63,+1 lap,1
7,26,Olivier Grouillard,GRO,Ligier Ford,63,+1 lap,0
8,12,Satoru Nakajima,NAK,Lotus Judd,63,+1 lap,0
9,9,Derek Warwick,WAR,Arrows Ford,62,+2 laps,0
10,5,Thierry Boutsen,BOU,Williams Renault,62,+2 laps,0
11,20,Emanuele Pirro,PIR,Benetton Ford,62,+2 laps,0
12,37,Bertrand Gachot,GAC,Onyx Ford,62,+2 laps,0
NC,15,Mauricio Gugelmin,GUG,March Judd,54,DNF,0
NC,7,Martin Brundle,BRU,Brabham Judd,49,DNF,0
NC,28,Gerhard Berger,BER,Ferrari,49,DNF,0
NC,29,Eric Bernard,BER,Lola Lamborghini,46,DNF,0
NC,30,Philippe Alliot,ALL,Lola Lamborghini,39,DNF,0
NC,3,Jonathan Palmer,PAL,Tyrrell Ford,32,DNF,0
NC,8,Stefano Modena,MOD,Brabham Judd,31,DNF,0
NC,4,Jean Alesi,ALE,Tyrrell Ford,28,DNF,0
NC,17,Nicola Larini,LAR,Osella Ford,23,DNF,0
NC,6,Riccardo Patrese,PAT,Williams Renault,19,DNF,0
NC,16,Ivan Capelli,CAP,March Judd,15,DNF,0
NC,22,Andrea de Cesaris,DEC,Dallara Ford,14,DNF,0
NC,1,Ayrton Senna,SEN,McLaren Honda,11,DNF,0
NC,31,Roberto Moreno,MOR,Coloni Ford,2,DNF,0
