Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,27,Nigel Mansell,MAN,Ferrari,61,1:38:58.744,9
2,2,Alain Prost,PRO,McLaren Honda,61,+7.809s,6
3,15,Mauricio Gugelmin,GUG,March Judd,61,+9.370s,4
4,20,Johnny Herbert,HER,Benetton Ford,61,+10.493s,3
5,9,Derek Warwick,WAR,Arrows Ford,61,+17.866s,2
6,19,Alessandro Nannini,NAN,Benetton Ford,61,+18.241s,1
7,3,Jonathan Palmer,PAL,Tyrrell Ford,60,+1 lap,0
8,12,Satoru Nakajima,NAK,Lotus Judd,60,+1 lap,0
9,26,Olivier Grouillard,GRO,Ligier Ford,60,+1 lap,0
10,4,Michele Alboreto,ALB,Tyrrell Ford,59,+2 laps,0
11,1,Ayrton Senna,SEN,McLaren Honda,59,+2 laps,0
12,30,Philippe Alliot,ALL,Lola Lamborghini,58,+3 laps,0
13,22,Andrea de Cesaris,DEC,Dallara Ford,57,DNF,0
14,38,Christian Danner,DAN,Rial Ford,56,DNF,0
NC,6,Riccardo Patrese,PAT,Williams Renault,51,DNF,0
NC,10,Eddie Cheever,CHE,Arrows Ford,37,DNF,0
NC,34,Bernd Schneider,SCH,Zakspeed Yamaha,36,DNF,0
NC,7,Martin Brundle,BRU,Brabham Judd,27,DNF,0
NC,16,Ivan Capelli,CAP,March Judd,22,DNF,0
NC,11,Nelson Piquet,PIQ,Lotus Judd,10,DNF,0
NC,17,Nicola Larini,LAR,Osella Ford,10,DNF,0
NC,8,Stefano Modena,MOD,Brabham Judd,9,DNF,0
NC,5,Thierry Boutsen,BOU,Williams Renault,3,DNF,0
NC,23,Pierluigi Martini,MAR,Minardi Ford,2,DNF,0
