Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,26,Jacques Laffite,LAF,Ligier Ford,53.0,1:36:03.210,9
2,2,Carlos Reutemann,REU,Lotus Ford,53.0,+14.940s,6
3,7,John Watson,WAT,McLaren Ford,53.0,+88.810s,4
4,25,Patrick Depailler,DEP,Ligier Ford,53.0,+101.720s,3
5,1,Mario Andretti,AND,Lotus Ford,52.0,+1 lap,2
6,14,Emerson Fittipaldi,FIT,Fittipaldi Ford,52.0,+1 lap,1
7,18,Elio de Angelis,DEA,Shadow Ford,52.0,+1 lap,0
8,30,Jochen Mass,MAS,Arrows Ford,51.0,+2 laps,0
9,27,Alan Jones,JON,Williams Ford,51.0,+2 laps,0
10,28,Clay Regazzoni,REG,Williams Ford,51.0,+2 laps,0
11,22,Derek Daly,DAL,Ensign Ford,51.0,+2 laps,0
12,12,Gilles Villeneuve,VIL,Ferrari,48.0,DNF,0
NC,31,Hector Rebaque,REB,Lotus Ford,46.0,DNF,0
NC,17,Jan Lammers,LAM,Shadow Ford,42.0,DNF,0
NC,20,James Hunt,HUN,Wolf Ford,41.0,DNF,0
NC,4,Jean-Pierre Jarier,JAR,Tyrrell Ford,15.0,DNF,0
NC,15,Jean-Pierre Jabouille,JAB,Renault,15.0,DNF,0
NC,5,Niki Lauda,LAU,Brabham Alfa Romeo,8.0,DNF,0
NC,16,Rene Arnoux,ARN,Renault,6.0,DNF,0
NC,11,Jody Scheckter,SCH,Ferrari,0.0,DNF,0
NC,3,Didier Pironi,PIR,Tyrrell Ford,0.0,DNF,0
NC,8,Patrick Tambay,TAM,McLaren Ford,0.0,DNF,0
NC,6,Nelson Piquet,PIQ,Brabham Alfa Romeo,0.0,DNF,0
NC,24,Arturo Merzario,MER,Merzario Ford,0.0,DNF,0
NC,29,Riccardo Patrese,PAT,Arrows Ford,,DNS,0
NC,9,Hans-Joachim Stuck,STU,ATS Ford,,DNS,0
