Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,27,Alan Jones,JON,Williams Ford,45,1:24:48.830,9
2,28,Clay Regazzoni,REG,Williams Ford,45,+2.910s,6
3,26,Jacques Laffite,LAF,Ligier Ford,45,+18.390s,4
4,11,Jody Scheckter,SCH,Ferrari,45,+31.200s,3
5,7,John Watson,WAT,McLaren Ford,45,+97.800s,2
6,30,Jochen Mass,MAS,Arrows Ford,44,+1 lap,1
7,4,Geoff Lees,LEE,Tyrrell Ford,44,+1 lap,0
8,12,Gilles Villeneuve,VIL,Ferrari,44,+1 lap,0
9,3,Didier Pironi,PIR,Tyrrell Ford,44,+1 lap,0
10,17,Jan Lammers,LAM,Shadow Ford,44,+1 lap,0
11,18,Elio de Angelis,DEA,Shadow Ford,43,+2 laps,0
12,6,Nelson Piquet,PIQ,Brabham Alfa Romeo,42,DNF,0
NC,29,Riccardo Patrese,PAT,Arrows Ford,34,DNF,0
NC,8,Patrick Tambay,TAM,McLaren Ford,30,DNF,0
NC,20,Keke Rosberg,ROS,Wolf Ford,29,DNF,0
NC,5,Niki Lauda,LAU,Brabham Alfa Romeo,27,DNF,0
NC,25,Jacky Ickx,ICK,Ligier Ford,24,DNF,0
NC,31,Hector Rebaque,REB,Lotus Ford,22,DNF,0
NC,1,Mario Andretti,AND,Lotus Ford,16,DNF,0
NC,16,Rene Arnoux,ARN,Renault,9,DNF,0
NC,15,Jean-Pierre Jabouille,JAB,Renault,7,DNF,0
NC,14,Emerson Fittipaldi,FIT,Fittipaldi Ford,4,DNF,0
NC,2,Carlos Reutemann,REU,Lotus Ford,1,DNF,0
NC,9,Hans-Joachim Stuck,STU,ATS Ford,0,DNF,0
