Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,12,Gilles Villeneuve,VIL,Ferrari,80.0,1:50:25.400,9
2,11,Jody Scheckter,SCH,Ferrari,80.0,+29.380s,6
3,27,Alan Jones,JON,Williams Ford,80.0,+59.690s,4
4,1,Mario Andretti,AND,Lotus Ford,80.0,+64.330s,3
5,25,Patrick Depailler,DEP,Ligier Ford,80.0,+83.520s,2
6,4,Jean-Pierre Jarier,JAR,Tyrrell Ford,79.0,+1 lap,1
7,18,Elio de Angelis,DEA,Shadow Ford,78.0,+2 laps,0
8,6,Nelson Piquet,PIQ,Brabham Alfa Romeo,78.0,+2 laps,0
9,30,Jochen Mass,MAS,Arrows Ford,78.0,+2 laps,0
DQ,3,Didier Pironi,PIR,Tyrrell Ford,72.0,DSQ,0
NC,31,Hector Rebaque,REB,Lotus Ford,71.0,DNF,0
NC,22,Derek Daly,DAL,Ensign Ford,69.0,DNF,0
NC,7,John Watson,WAT,McLaren Ford,62.0,DNF,0
DQ,9,Hans-Joachim Stuck,STU,ATS Ford,49.0,DSQ,0
NC,28,Clay Regazzoni,REG,Williams Ford,48.0,DNF,0
NC,17,Jan Lammers,LAM,Shadow Ford,47.0,DNF,0
NC,29,Riccardo Patrese,PAT,Arrows Ford,40.0,DNF,0
NC,2,Carlos Reutemann,REU,Lotus Ford,21.0,DNF,0
NC,14,Emerson Fittipaldi,FIT,Fittipaldi Ford,19.0,DNF,0
NC,24,Arturo Merzario,MER,Merzario Ford,13.0,DNF,0
NC,26,Jacques Laffite,LAF,Ligier Ford,8.0,DNF,0
NC,20,James Hunt,HUN,Wolf Ford,0.0,DNF,0
NC,5,Niki Lauda,LAU,Brabham Alfa Romeo,0.0,DNF,0
NC,8,Patrick Tambay,TAM,McLaren Ford,0.0,DNF,0
NC,15,Jean-Pierre Jabouille,JAB,Renault,,DNS,0
NC,16,Rene Arnoux,ARN,Renault,,DNS,0
