Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,25,Patrick Depailler,DEP,Ligier Ford,75,1:39:11.840,9
2,2,Carlos Reutemann,REU,Lotus Ford,75,+20.940s,6
3,1,Mario Andretti,AND,Lotus Ford,75,+27.310s,4
4,11,Jody Scheckter,SCH,Ferrari,75,+28.680s,3
5,4,Jean-Pierre Jarier,JAR,Tyrrell Ford,75,+30.390s,2
6,3,Didier Pironi,PIR,Tyrrell Ford,75,+48.430s,1
7,12,Gilles Villeneuve,VIL,Ferrari,75,+52.310s,0
8,30,Jochen Mass,MAS,Arrows Ford,75,+74.840s,0
9,16,Rene Arnoux,ARN,Renault,74,+1 lap,0
10,29,Riccardo Patrese,PAT,Arrows Ford,74,+1 lap,0
11,14,Emerson Fittipaldi,FIT,Fittipaldi Ford,74,+1 lap,0
12,17,Jan Lammers,LAM,Shadow Ford,73,+2 laps,0
13,8,Patrick Tambay,TAM,McLaren Ford,72,+3 laps,0
14,9,Hans-Joachim Stuck,STU,ATS Ford,69,+6 laps,0
NC,5,Niki Lauda,LAU,Brabham Alfa Romeo,63,DNF,0
NC,31,Hector Rebaque,REB,Lotus Ford,58,DNF,0
NC,27,Alan Jones,JON,Williams Ford,54,DNF,0
NC,18,Elio de Angelis,DEA,Shadow Ford,52,DNF,0
NC,28,Clay Regazzoni,REG,Williams Ford,32,DNF,0
NC,20,James Hunt,HUN,Wolf Ford,26,DNF,0
NC,7,John Watson,WAT,McLaren Ford,21,DNF,0
NC,15,Jean-Pierre Jabouille,JAB,Renault,21,DNF,0
NC,26,Jacques Laffite,LAF,Ligier Ford,15,DNF,0
NC,6,Nelson Piquet,PIQ,Brabham Alfa Romeo,15,DNF,0
