Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,12,Gilles Villeneuve,VIL,Ferrari,59,1:52:17.734,9
2,16,Rene Arnoux,ARN,Renault,59,+48.787s,6
3,3,Didier Pironi,PIR,Tyrrell Ford,59,+53.199s,4
4,18,Elio de Angelis,DEA,Shadow Ford,59,+90.512s,3
5,9,Hans-Joachim Stuck,STU,ATS Ford,59,+101.259s,2
6,7,John Watson,WAT,McLaren Ford,58,+1 lap,1
7,14,Emerson Fittipaldi,FIT,Fittipaldi Ford,54,+5 laps,0
8,6,Nelson Piquet,PIQ,Brabham Ford,53,DNF,0
NC,33,Derek Daly,DAL,Tyrrell Ford,52,DNF,0
NC,11,Jody Scheckter,SCH,Ferrari,48,DNF,0
NC,29,Riccardo Patrese,PAT,Arrows Ford,44,DNF,0
NC,27,Alan Jones,JON,Williams Ford,36,DNF,0
NC,22,Marc Surer,SUR,Ensign Ford,32,DNF,0
NC,28,Clay Regazzoni,REG,Williams Ford,29,DNF,0
NC,5,Ricardo Zunino,ZUN,Brabham Ford,25,DNF,0
NC,15,Jean-Pierre Jabouille,JAB,Renault,24,DNF,0
NC,8,Patrick Tambay,TAM,McLaren Ford,20,DNF,0
NC,20,Keke Rosberg,ROS,Wolf Ford,20,DNF,0
NC,4,Jean-Pierre Jarier,JAR,Tyrrell Ford,18,DNF,0
NC,1,Mario Andretti,AND,Lotus Ford,16,DNF,0
NC,2,Carlos Reutemann,REU,Lotus Ford,6,DNF,0
NC,26,Jacques Laffite,LAF,Ligier Ford,3,DNF,0
NC,25,Jacky Ickx,ICK,Ligier Ford,2,DNF,0
NC,35,Bruno Giacomelli,GIA,Alfa Romeo,0,DNF,0
