Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,11,Jody Scheckter,SCH,Ferrari,70,1:39:59.530,9
2,26,Jacques Laffite,LAF,Ligier Ford,70,+15.360s,6
3,3,Didier Pironi,PIR,Tyrrell Ford,70,+35.170s,4
4,2,Carlos Reutemann,REU,Lotus Ford,70,+46.490s,3
5,29,Riccardo Patrese,PAT,Arrows Ford,70,+64.310s,2
6,7,John Watson,WAT,McLaren Ford,70,+65.850s,1
7,12,Gilles Villeneuve,VIL,Ferrari,69,DNF,0
8,9,Hans-Joachim Stuck,STU,ATS Ford,69,+1 lap,0
9,14,Emerson Fittipaldi,FIT,Fittipaldi Ford,68,+2 laps,0
10,17,Jan Lammers,LAM,Shadow Ford,68,+2 laps,0
11,4,Jean-Pierre Jarier,JAR,Tyrrell Ford,67,+3 laps,0
NC,25,Patrick Depailler,DEP,Ligier Ford,46,DNF,0
NC,20,James Hunt,HUN,Wolf Ford,40,DNF,0
NC,27,Alan Jones,JON,Williams Ford,39,DNF,0
NC,1,Mario Andretti,AND,Lotus Ford,27,DNF,0
NC,6,Nelson Piquet,PIQ,Brabham Alfa Romeo,23,DNF,0
NC,5,Niki Lauda,LAU,Brabham Alfa Romeo,23,DNF,0
NC,16,Rene Arnoux,ARN,Renault,22,DNF,0
NC,35,Bruno Giacomelli,GIA,Alfa Romeo,21,DNF,0
NC,18,Elio de Angelis,DEA,Shadow Ford,21,DNF,0
NC,30,Jochen Mass,MAS,Arrows Ford,17,DNF,0
NC,31,Hector Rebaque,REB,Lotus Ford,13,DNF,0
NC,15,Jean-Pierre Jabouille,JAB,Renault,13,DNF,0
NC,28,Clay Regazzoni,REG,Williams Ford,1,DNF,0
