Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,11,Jody Scheckter,SCH,Ferrari,50,1:22:00.220,9
2,12,Gilles Villeneuve,VIL,Ferrari,50,+0.460s,6
3,28,Clay Regazzoni,REG,Williams Ford,50,+4.780s,4
4,5,Niki Lauda,LAU,Brabham Alfa Romeo,50,+54.400s,3
5,1,Mario Andretti,AND,Lotus Ford,50,+59.700s,2
6,4,Jean-Pierre Jarier,JAR,Tyrrell Ford,50,+61.550s,1
7,2,Carlos Reutemann,REU,Lotus Ford,50,+84.140s,0
8,14,Emerson Fittipaldi,FIT,Fittipaldi Ford,49,+1 lap,0
9,27,Alan Jones,JON,Williams Ford,49,+1 lap,0
10,3,Didier Pironi,PIR,Tyrrell Ford,49,+1 lap,0
11,9,Hans-Joachim Stuck,STU,ATS Ford,49,+1 lap,0
12,36,Vittorio Brambilla,BRA,Alfa Romeo,49,+1 lap,0
13,29,Riccardo Patrese,PAT,Arrows Ford,47,+3 laps,0
14,15,Jean-Pierre Jabouille,JAB,Renault,45,DNF,0
NC,26,Jacques Laffite,LAF,Ligier Ford,41,DNF,0
NC,20,Keke Rosberg,ROS,Wolf Ford,41,DNF,0
NC,25,Jacky Ickx,ICK,Ligier Ford,40,DNF,0
NC,18,Elio de Angelis,DEA,Shadow Ford,33,DNF,0
NC,35,Bruno Giacomelli,GIA,Alfa Romeo,28,DNF,0
NC,7,John Watson,WAT,McLaren Ford,13,DNF,0
NC,16,Rene Arnoux,ARN,Renault,13,DNF,0
NC,8,Patrick Tambay,TAM,McLaren Ford,3,DNF,0
NC,30,Jochen Mass,MAS,Arrows Ford,3,DNF,0
NC,6,Nelson Piquet,PIQ,Brabham Alfa Romeo,1,DNF,0
