Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,11,Jody Scheckter,SCH,Ferrari,76,1:55:22.480,9
2,28,Clay Regazzoni,REG,Williams Ford,76,+0.440s,6
3,2,Carlos Reutemann,REU,Lotus Ford,76,+8.570s,4
4,7,John Watson,WAT,McLaren Ford,76,+41.310s,3
5,25,Patrick Depailler,DEP,Ligier Ford,74,DNF,2
6,30,Jochen Mass,MAS,Arrows Ford,69,+7 laps,1
7,6,Nelson Piquet,PIQ,Brabham Alfa Romeo,68,DNF,0
8,15,Jean-Pierre Jabouille,JAB,Renault,68,+8 laps,0
NC,26,Jacques Laffite,LAF,Ligier Ford,55,DNF,0
NC,12,Gilles Villeneuve,VIL,Ferrari,54,DNF,0
NC,27,Alan Jones,JON,Williams Ford,43,DNF,0
NC,4,Jean-Pierre Jarier,JAR,Tyrrell Ford,34,DNF,0
NC,9,Hans-Joachim Stuck,STU,ATS Ford,30,DNF,0
NC,5,Niki Lauda,LAU,Brabham Alfa Romeo,21,DNF,0
NC,3,Didier Pironi,PIR,Tyrrell Ford,21,DNF,0
NC,1,Mario Andretti,AND,Lotus Ford,21,DNF,0
NC,14,Emerson Fittipaldi,FIT,Fittipaldi Ford,17,DNF,0
NC,16,Rene Arnoux,ARN,Renault,8,DNF,0
NC,20,James Hunt,HUN,Wolf Ford,4,DNF,0
NC,29,Riccardo Patrese,PAT,Arrows Ford,4,DNF,0
