Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,27,Alan Jones,JON,Williams Ford,54,1:27:38.010,9
2,12,Gilles Villeneuve,VIL,Ferrari,54,+36.050s,6
3,26,Jacques Laffite,LAF,Ligier Ford,54,+46.770s,4
4,11,Jody Scheckter,SCH,Ferrari,54,+47.210s,3
5,28,Clay Regazzoni,REG,Williams Ford,54,+48.920s,2
6,16,Rene Arnoux,ARN,Renault,53,+1 lap,1
7,3,Didier Pironi,PIR,Tyrrell Ford,53,+1 lap,0
8,4,Derek Daly,DAL,Tyrrell Ford,53,+1 lap,0
9,7,John Watson,WAT,McLaren Ford,53,+1 lap,0
10,8,Patrick Tambay,TAM,McLaren Ford,53,+1 lap,0
NC,5,Niki Lauda,LAU,Brabham Alfa Romeo,45,DNF,0
NC,22,Patrick Gaillard,GAI,Ensign Ford,42,DNF,0
NC,18,Elio de Angelis,DEA,Shadow Ford,34,DNF,0
NC,29,Riccardo Patrese,PAT,Arrows Ford,34,DNF,0
NC,6,Nelson Piquet,PIQ,Brabham Alfa Romeo,32,DNF,0
NC,9,Hans-Joachim Stuck,STU,ATS Ford,28,DNF,0
NC,25,Jacky Ickx,ICK,Ligier Ford,26,DNF,0
NC,2,Carlos Reutemann,REU,Lotus Ford,22,DNF,0
NC,15,Jean-Pierre Jabouille,JAB,Renault,16,DNF,0
NC,14,Emerson Fittipaldi,FIT,Fittipaldi Ford,15,DNF,0
NC,20,Keke Rosberg,ROS,Wolf Ford,15,DNF,0
NC,17,Jan Lammers,LAM,Shadow Ford,3,DNF,0
NC,30,Jochen Mass,MAS,Arrows Ford,1,DNF,0
NC,1,Mario Andretti,AND,Lotus Ford,0,DNF,0
