Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,26,Jacques Laffite,LAF,Ligier Ford,40,1:40:09.640,9
2,25,Patrick Depailler,DEP,Ligier Ford,40,+5.280s,6
3,2,Carlos Reutemann,REU,Lotus Ford,40,+44.140s,4
4,3,Didier Pironi,PIR,Tyrrell Ford,40,+85.880s,3
5,12,Gilles Villeneuve,VIL,Ferrari,39,+1 lap,2
6,11,Jody Scheckter,SCH,Ferrari,39,+1 lap,1
7,30,Jochen Mass,MAS,Arrows Ford,39,+1 lap,0
8,7,John Watson,WAT,McLaren Ford,39,+1 lap,0
9,29,Riccardo Patrese,PAT,Arrows Ford,39,+1 lap,0
10,15,Jean-Pierre Jabouille,JAB,Renault,39,+1 lap,0
11,14,Emerson Fittipaldi,FIT,Fittipaldi Ford,39,+1 lap,0
12,18,Elio de Angelis,DEA,Shadow Ford,39,+1 lap,0
13,22,Derek Daly,DAL,Ensign Ford,39,+1 lap,0
14,17,Jan Lammers,LAM,Shadow Ford,39,+1 lap,0
15,28,Clay Regazzoni,REG,Williams Ford,38,+2 laps,0
NC,27,Alan Jones,JON,Williams Ford,33,DNF,0
NC,9,Hans-Joachim Stuck,STU,ATS Ford,31,DNF,0
NC,16,Rene Arnoux,ARN,Renault,28,DNF,0
NC,8,Patrick Tambay,TAM,McLaren Ford,7,DNF,0
NC,20,James Hunt,HUN,Wolf Ford,7,DNF,0
NC,6,Nelson Piquet,PIQ,Brabham Alfa Romeo,5,DNF,0
NC,5,Niki Lauda,LAU,Brabham Alfa Romeo,5,DNF,0
NC,1,Mario Andretti,AND,Lotus Ford,2,DNF,0
NC,4,Jean-Pierre Jarier,JAR,Tyrrell Ford,0,DNF,0
