Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,6,Jim Clark,CLA,Lotus Climax,40,2:14:38.400,9
2,12,Jackie Stewart,STE,BRM,40,+26.300s,6
3,2,John Surtees,SUR,Ferrari,40,+153.500s,4
4,16,Denny Hulme,HUL,Brabham Climax,40,+173.100s,3
5,10,Graham Hill,HIL,BRM,39,+1 lap,2
6,36,Jo Siffert,SIF,Brabham BRM,39,+1 lap,1
7,8,Mike Spence,SPE,Lotus Climax,39,+1 lap,0
8,4,Lorenzo Bandini,BAN,Ferrari,36,DNF,0
9,30,Bob Anderson,AND,Brabham Climax,34,DNF,0
NC,18,Bruce McLaren,MCL,Cooper Climax,23,DNF,0
NC,34,Jo Bonnier,BON,Brabham Climax,21,DNF,0
NC,24,Chris Amon,AMO,Lotus BRM,20,DNF,0
NC,22,Innes Ireland,IRE,Lotus BRM,18,DNF,0
NC,14,Dan Gurney,GUR,Brabham Climax,16,DNF,0
NC,26,Richie Ginther,GIN,Honda,9,DNF,0
NC,28,Ronnie Bucknum,BUC,Honda,4,DNF,0
NC,20,Jochen Rindt,RIN,Cooper Climax,3,DNF,0
