Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,1,Jim Clark,CLA,Lotus Climax,15,2:07:52.400,9
2,9,Graham Hill,HIL,BRM,15,+15.900s,6
3,5,Dan Gurney,GUR,Brabham Climax,15,+21.400s,4
4,12,Jochen Rindt,RIN,Cooper Climax,15,+209.600s,3
5,4,Jack Brabham,BRA,Brabham Climax,15,+281.200s,2
6,8,Lorenzo Bandini,BAN,Ferrari,15,+308.600s,1
7,16,Jo Bonnier,BON,Brabham Climax,15,+358.500s,0
8,24,Masten Gregory,GRE,BRM,14,+1 lap,0
NC,7,John Surtees,SUR,Ferrari,11,DNF,0
NC,17,Jo Siffert,SIF,Brabham BRM,9,DNF,0
NC,3,Gerhard Mitter,MIT,Lotus Climax,8,DNF,0
NC,2,Mike Spence,SPE,Lotus Climax,8,DNF,0
NC,20,Richard Attwood,ATT,Lotus BRM,7,DNF,0
NC,11,Bruce McLaren,MCL,Cooper Climax,7,DNF,0
NC,6,Denny Hulme,HUL,Brabham Climax,5,DNF,0
NC,22,Paul Hawkins,HAW,Lotus Climax,4,DNF,0
NC,19,Chris Amon,AMO,Lotus BRM,3,DNF,0
NC,10,Jackie Stewart,STE,BRM,2,DNF,0
NC,21,Frank Gardner,GAR,Brabham BRM,0,DNF,0
