Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,32,Jackie Stewart,STE,BRM,76,2:04:52.800,9
2,30,Graham Hill,HIL,BRM,76,+3.300s,6
3,12,Dan Gurney,GUR,Brabham Climax,76,+16.500s,4
4,4,Lorenzo Bandini,BAN,Ferrari,76,+75.900s,3
5,16,Bruce McLaren,MCL,Cooper Climax,75,+1 lap,2
6,40,Richard Attwood,ATT,Lotus BRM,75,+1 lap,1
7,42,Jo Bonnier,BON,Brabham Climax,74,+2 laps,0
8,18,Jochen Rindt,RIN,Cooper Climax,74,+2 laps,0
9,38,Innes Ireland,IRE,Lotus BRM,74,+2 laps,0
10,24,Jim Clark,CLA,Lotus Climax,63,DNF,0
11,26,Mike Spence,SPE,Lotus Climax,62,DNF,0
12,6,Nino Vaccarella,VAC,Ferrari,58,DNF,0
13,50,Roberto Bussinello,BUS,BRM,58,DNF,0
14,20,Richie Ginther,GIN,Honda,56,DNF,0
NC,14,Denny Hulme,HUL,Brabham Climax,46,DNF,0
NC,46,Frank Gardner,GAR,Brabham BRM,45,DNF,0
NC,44,Jo Siffert,SIF,Brabham BRM,43,DNF,0
NC,28,Giacomo Russo,RUS,Lotus Climax,37,DNF,0
NC,8,John Surtees,SUR,Ferrari,34,DNF,0
NC,22,Ronnie Bucknum,BUC,Honda,27,DNF,0
NC,48,Masten Gregory,GRE,BRM,22,DNF,0
NC,10,Giancarlo Baghetti,BAG,Brabham Climax,12,DNF,0
NC,52,Giorgio Bassi,BAS,BRM,8,DNF,0
