Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,17,Jim Clark,CLA,Lotus Climax,32,2:23:34.800,9
2,8,Jackie Stewart,STE,BRM,32,+44.800s,6
3,4,Bruce McLaren,MCL,Cooper Climax,31,+1 lap,4
4,14,Jack Brabham,BRA,Brabham Climax,31,+1 lap,3
5,7,Graham Hill,HIL,BRM,31,+1 lap,2
6,10,Richie Ginther,GIN,Honda,31,+1 lap,1
7,18,Mike Spence,SPE,Lotus Climax,31,+1 lap,0
8,21,Jo Siffert,SIF,Brabham BRM,31,+1 lap,0
9,2,Lorenzo Bandini,BAN,Ferrari,30,+2 laps,0
10,15,Dan Gurney,GUR,Brabham Climax,30,+2 laps,0
11,5,Jochen Rindt,RIN,Cooper Climax,29,+3 laps,0
12,27,Lucien Bianchi,BIA,BRM,29,+3 laps,0
13,22,Innes Ireland,IRE,Lotus BRM,27,+5 laps,0
14,23,Richard Attwood,ATT,Lotus BRM,26,DNF,0
NC,29,Masten Gregory,GRE,BRM,12,DNF,0
NC,11,Ronnie Bucknum,BUC,Honda,9,DNF,0
NC,20,Jo Bonnier,BON,Brabham Climax,9,DNF,0
NC,1,John Surtees,SUR,Ferrari,5,DNF,0
NC,26,Frank Gardner,GAR,Brabham BRM,3,DNF,0
