Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,6,Mark Webber,WEB,RBR Renault,66.0,1:35:44.101,25
2,8,Fernando Alonso,ALO,Ferrari,66.0,+24.065s,18
3,5,Sebastian Vettel,VET,RBR Renault,66.0,+51.338s,15
4,3,Michael Schumacher,MSC,Mercedes,66.0,+62.195s,12
5,1,Jenson Button,BUT,McLaren Mercedes,66.0,+63.728s,10
6,7,Felipe Massa,MAS,Ferrari,66.0,+65.767s,8
7,14,Adrian Sutil,SUT,Force India Mercedes,66.0,+72.941s,6
8,11,Robert Kubica,KUB,Renault,66.0,+73.677s,4
9,9,Rubens Barrichello,BAR,Williams Cosworth,65.0,+1 lap,2
10,17,Jaime Alguersuari,ALG,STR Ferrari,65.0,+1 lap,1
11,12,Vitaly Petrov,PET,Renault,65.0,+1 lap,0
12,23,Kamui Kobayashi,KOB,Sauber Ferrari,65.0,+1 lap,0
13,4,Nico Rosberg,ROS,Mercedes,65.0,+1 lap,0
14,2,Lewis Hamilton,HAM,McLaren Mercedes,64.0,DNF,0
15,15,Vitantonio Liuzzi,LIU,Force India Mercedes,64.0,DNF,0
16,10,Nico Hulkenberg,HUL,Williams Cosworth,64.0,+2 laps,0
17,18,Jarno Trulli,TRU,Lotus Cosworth,63.0,+3 laps,0
18,24,Timo Glock,GLO,Virgin Cosworth,63.0,+3 laps,0
19,25,Lucas di Grassi,DIG,Virgin Cosworth,62.0,+4 laps,0
NC,16,Sebastien Buemi,BUE,STR Ferrari,42.0,DNF,0
NC,20,Karun Chandhok,CHD,HRT Cosworth,27.0,DNF,0
NC,22,Pedro de la Rosa,DLR,Sauber Ferrari,18.0,DNF,0
NC,21,Bruno Senna,SEN,HRT Cosworth,0.0,DNF,0
NC,19,Heikki Kovalainen,KOV,Lotus Cosworth,,DNS,0
