Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,27,Ayrton Senna,SEN,McLaren Honda,45,1:20:47.164,9
2,19,Alessandro Nannini,NAN,Benetton Ford,45,+6.520s,6
3,28,Gerhard Berger,BER,McLaren Honda,45,+8.553s,4
4,1,Alain Prost,PRO,Ferrari,45,+45.270s,3
5,6,Riccardo Patrese,PAT,Williams Renault,45,+48.028s,2
6,5,Thierry Boutsen,BOU,Williams Renault,45,+81.491s,1
7,16,Ivan Capelli,CAP,Leyton House Judd,44,+1 lap,0
8,11,Derek Warwick,WAR,Lotus Lamborghini,44,+1 lap,0
9,10,Alex Caffi,CAF,Arrows Ford,44,+1 lap,0
10,25,Nicola Larini,LAR,Ligier Ford,43,+2 laps,0
11,4,Jean Alesi,ALE,Tyrrell Ford,40,DNF,0
NC,36,Jyrki Jarvilehto,JAR,Onyx Ford,39,+6 laps,0
NC,29,Eric Bernard,BER,Lola Lamborghini,35,DNF,0
NC,30,Aguri Suzuki,SUZ,Lola Lamborghini,33,DNF,0
NC,3,Satoru Nakajima,NAK,Tyrrell Ford,24,DNF,0
NC,20,Nelson Piquet,PIQ,Benetton Ford,23,DNF,0
NC,23,Pierluigi Martini,MAR,Minardi Ford,20,DNF,0
NC,35,Gregor Foitek,FOI,Onyx Ford,19,DNF,0
NC,2,Nigel Mansell,MAN,Ferrari,15,DNF,0
NC,15,Mauricio Gugelmin,GUG,Leyton House Judd,12,DNF,0
NC,7,David Brabham,BRA,Brabham Judd,12,DNF,0
NC,9,Michele Alboreto,ALB,Arrows Ford,10,DNF,0
NC,12,Martin Donnelly,DON,Lotus Lamborghini,1,DNF,0
