Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,20,Nelson Piquet,PIQ,Benetton Ford,53,1:34:36.824,9
2,19,Roberto Moreno,MOR,Benetton Ford,53,+7.223s,6
3,30,Aguri Suzuki,SUZ,Lola Lamborghini,53,+22.469s,4
4,6,Riccardo Patrese,PAT,Williams Renault,53,+36.258s,3
5,5,Thierry Boutsen,BOU,Williams Renault,53,+46.884s,2
6,3,Satoru Nakajima,NAK,Tyrrell Ford,53,+72.350s,1
7,25,Nicola Larini,LAR,Ligier Ford,52,+1 lap,0
8,23,Pierluigi Martini,MAR,Minardi Ford,52,+1 lap,0
9,10,Alex Caffi,CAF,Arrows Ford,52,+1 lap,0
10,26,Philippe Alliot,ALL,Ligier Ford,52,+1 lap,0
NC,11,Derek Warwick,WAR,Lotus Lamborghini,38,DNF,0
NC,12,Johnny Herbert,HER,Lotus Lamborghini,31,DNF,0
NC,9,Michele Alboreto,ALB,Arrows Ford,28,DNF,0
NC,2,Nigel Mansell,MAN,Ferrari,26,DNF,0
NC,21,Emanuele Pirro,PIR,Dallara Ford,24,DNF,0
NC,29,Eric Bernard,BER,Lola Lamborghini,24,DNF,0
NC,24,Gianni Morbidelli,MOR,Minardi Ford,18,DNF,0
NC,16,Ivan Capelli,CAP,Leyton House Judd,16,DNF,0
NC,22,Andrea de Cesaris,DEC,Dallara Ford,13,DNF,0
NC,15,Mauricio Gugelmin,GUG,Leyton House Judd,5,DNF,0
NC,7,David Brabham,BRA,Brabham Judd,2,DNF,0
NC,28,Gerhard Berger,BER,McLaren Honda,1,DNF,0
