Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,27,Ayrton Senna,SEN,McLaren Honda,44,1:26:31.997,9
2,1,Alain Prost,PRO,Ferrari,44,+3.550s,6
3,28,Gerhard Berger,BER,McLaren Honda,44,+28.462s,4
4,19,Alessandro Nannini,NAN,Benetton Ford,44,+49.337s,3
5,20,Nelson Piquet,PIQ,Benetton Ford,44,+89.650s,2
6,15,Mauricio Gugelmin,GUG,Leyton House Judd,44,+108.851s,1
7,16,Ivan Capelli,CAP,Leyton House Judd,43,+1 lap,0
8,4,Jean Alesi,ALE,Tyrrell Ford,43,+1 lap,0
9,29,Eric Bernard,BER,Lola Lamborghini,43,+1 lap,0
10,10,Alex Caffi,CAF,Arrows Ford,43,+1 lap,0
11,11,Derek Warwick,WAR,Lotus Lamborghini,43,+1 lap,0
12,12,Martin Donnelly,DON,Lotus Lamborghini,43,+1 lap,0
13,9,Michele Alboreto,ALB,Arrows Ford,43,+1 lap,0
14,25,Nicola Larini,LAR,Ligier Ford,42,+2 laps,0
15,23,Pierluigi Martini,MAR,Minardi Ford,42,+2 laps,0
16,14,Olivier Grouillard,GRO,Osella Ford,42,+2 laps,0
17,8,Stefano Modena,MOD,Brabham Judd,39,DNF,0
NC,7,David Brabham,BRA,Brabham Judd,36,DNF,0
NC,22,Andrea de Cesaris,DEC,Dallara Ford,27,DNF,0
NC,5,Thierry Boutsen,BOU,Williams Renault,21,DNF,0
NC,2,Nigel Mansell,MAN,Ferrari,19,DNF,0
NC,6,Riccardo Patrese,PAT,Williams Renault,18,DNF,0
NC,21,Emanuele Pirro,PIR,Dallara Ford,5,DNF,0
NC,3,Satoru Nakajima,NAK,Tyrrell Ford,4,DNF,0
