Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,6,Riccardo Patrese,PAT,Williams Renault,61,1:30:55.478,9
2,28,Gerhard Berger,BER,McLaren Honda,61,+5.117s,6
3,19,Alessandro Nannini,NAN,Benetton Ford,61,+6.240s,4
4,1,Alain Prost,PRO,Ferrari,61,+6.843s,3
5,20,Nelson Piquet,PIQ,Benetton Ford,61,+53.112s,2
6,4,Jean Alesi,ALE,Tyrrell Ford,60,+1 lap,1
7,11,Derek Warwick,WAR,Lotus Lamborghini,60,+1 lap,0
8,12,Martin Donnelly,DON,Lotus Lamborghini,60,+1 lap,0
9,26,Philippe Alliot,ALL,Ligier Ford,60,+1 lap,0
10,25,Nicola Larini,LAR,Ligier Ford,59,+2 laps,0
11,24,Paolo Barilla,BAR,Minardi Ford,59,+2 laps,0
12,36,Jyrki Jarvilehto,JAR,Onyx Ford,59,+2 laps,0
13,29,Eric Bernard,BER,Lola Lamborghini,56,DNF,0
NC,14,Olivier Grouillard,GRO,Osella Ford,52,DNF,0
NC,2,Nigel Mansell,MAN,Ferrari,38,DNF,0
NC,35,Gregor Foitek,FOI,Onyx Ford,35,DNF,0
NC,8,Stefano Modena,MOD,Brabham Judd,31,DNF,0
NC,22,Andrea de Cesaris,DEC,Dallara Ford,29,DNF,0
NC,15,Mauricio Gugelmin,GUG,Leyton House Judd,24,DNF,0
NC,5,Thierry Boutsen,BOU,Williams Renault,17,DNF,0
NC,30,Aguri Suzuki,SUZ,Lola Lamborghini,17,DNF,0
NC,27,Ayrton Senna,SEN,McLaren Honda,3,DNF,0
NC,21,Emanuele Pirro,PIR,Dallara Ford,2,DNF,0
