Position,Driver Number,Driver,Driver Abbreviation,Car,Q1,Q2,Q3,Laps
1,44,Lewis Hamilton,HAM,Mercedes,1:44.184,1:42.927,1:42.553,18
2,5,Sebastian Vettel,VET,Ferrari,1:44.275,1:43.987,1:42.795,13
3,77,Valtteri Bottas,BOT,Mercedes,1:44.773,1:43.249,1:43.094,19
4,7,Kimi Räikkönen,RAI,Ferrari,1:44.729,1:43.700,1:43.270,11
5,33,Max Verstappen,VER,Red Bull Racing TAG Heuer,1:44.535,1:43.940,1:43.380,12
6,3,Daniel Ricciardo,RIC,Red Bull Racing TAG Heuer,1:45.114,1:44.224,1:43.863,12
7,27,Nico Hulkenberg,HUL,Renault,1:45.280,1:44.988,1:44.982,15
8,11,Sergio Perez,PER,Force India Mercedes,1:45.591,1:44.894,1:45.244,14
9,31,Esteban Ocon,OCO,Force India Mercedes,1:45.277,1:45.006,1:45.369,14
10,30,Jolyon Palmer,PAL,Renault,1:45.447,1:44.685,DNS,10
11,14,Fernando Alonso,ALO,McLaren Honda,1:45.668,1:45.090,DNQ,11
12,8,Romain Grosjean,GRO,Haas Ferrari,1:45.728,1:45.133,DNQ,12
13,20,Kevin Magnussen,MAG,Haas Ferrari,1:45.535,1:45.400,DNQ,12
14,55,Carlos Sainz,SAI,Toro Rosso,1:45.374,1:45.439,DNQ,12
15,2,Stoffel Vandoorne,VAN,McLaren Honda,1:45.441,DNF,DNQ,11
16,19,Felipe Massa,MAS,Williams Mercedes,1:45.823,DNQ,DNQ,7
17,26,Daniil Kvyat,KVY,Toro Rosso,1:46.028,DNQ,DNQ,6
18,18,Lance Stroll,STR,Williams Mercedes,1:46.915,DNQ,DNQ,5
19,9,Marcus Ericsson,ERI,Sauber Ferrari,1:47.214,DNQ,DNQ,6
20,94,Pascal Wehrlein,WEH,Sauber Ferrari,1:47.679,DNQ,DNQ,6
