Position,Driver Number,Driver,Driver Abbreviation,Car,Q1,Q2,Q3,Laps
1,44,Lewis Hamilton,HAM,Mercedes,1:36.009,1:34.660,1:35.554,29
2,33,Max Verstappen,VER,Red Bull Racing TAG Heuer,1:37.344,1:36.113,1:36.702,29
3,3,Daniel Ricciardo,RIC,Red Bull Racing TAG Heuer,1:38.304,1:37.313,1:36.841,26
4,18,Lance Stroll,STR,Williams Mercedes,1:37.653,1:37.002,1:37.032,27
5,31,Esteban Ocon,OCO,Force India Mercedes,1:38.775,1:37.580,1:37.719,29
6,77,Valtteri Bottas,BOT,Mercedes,1:35.716,1:35.396,1:37.833,29
7,7,Kimi Räikkönen,RAI,Ferrari,1:38.235,1:37.031,1:37.987,30
8,5,Sebastian Vettel,VET,Ferrari,1:37.198,1:36.223,1:38.064,28
9,19,Felipe Massa,MAS,Williams Mercedes,1:38.338,1:37.456,1:38.251,27
10,2,Stoffel Vandoorne,VAN,McLaren Honda,1:38.767,1:37.471,1:39.157,25
11,11,Sergio Perez,PER,Force India Mercedes,1:38.511,1:37.582,DNQ,19
12,27,Nico Hulkenberg,HUL,Renault,1:39.242,1:38.059,DNQ,20
13,14,Fernando Alonso,ALO,McLaren Honda,1:39.134,1:38.202,DNQ,11
14,26,Daniil Kvyat,KVY,Toro Rosso,1:39.183,1:38.245,DNQ,21
15,55,Carlos Sainz,SAI,Toro Rosso,1:39.788,1:38.526,DNQ,21
16,20,Kevin Magnussen,MAG,Haas Ferrari,1:40.489,DNQ,DNQ,12
17,30,Jolyon Palmer,PAL,Renault,1:40.646,DNQ,DNQ,10
18,9,Marcus Ericsson,ERI,Sauber Ferrari,1:41.732,DNQ,DNQ,11
19,94,Pascal Wehrlein,WEH,Sauber Ferrari,1:41.875,DNQ,DNQ,9
NC,8,Romain Grosjean,GRO,Haas Ferrari,1:43.355,DNQ,DNQ,3
