Position,Driver Number,Driver,Driver Abbreviation,Car,Q1,Q2,Q3,Laps
1,44,Lewis Hamilton,HAM,Mercedes,1:39.069,1:27.893,1:26.600,25
2,7,Kimi Räikkönen,RAI,Ferrari,1:40.455,1:28.992,1:27.147,26
3,5,Sebastian Vettel,VET,Ferrari,1:39.962,1:28.978,1:27.356,24
4,77,Valtteri Bottas,BOT,Mercedes,1:39.698,1:28.732,1:27.376,26
5,33,Max Verstappen,VER,Red Bull Racing TAG Heuer,1:38.912,1:29.431,1:28.130,23
6,27,Nico Hulkenberg,HUL,Renault,1:39.201,1:29.340,1:28.856,21
7,11,Sergio Perez,PER,Force India Mercedes,1:42.009,1:29.824,1:28.902,26
8,31,Esteban Ocon,OCO,Force India Mercedes,1:39.738,1:29.701,1:29.074,25
9,2,Stoffel Vandoorne,VAN,McLaren Honda,1:40.011,1:30.105,1:29.418,24
10,8,Romain Grosjean,GRO,Haas Ferrari,1:42.042,1:29.966,1:29.549,26
11,30,Jolyon Palmer,PAL,Renault,1:41.404,1:30.193,DNQ,18
12,26,Daniil Kvyat,KVY,Toro Rosso,1:41.726,1:30.355,DNQ,20
13,14,Fernando Alonso,ALO,McLaren Honda,1:37.598,1:30.600,DNQ,17
14,55,Carlos Sainz,SAI,Toro Rosso,1:41.114,1:31.368,DNQ,15
15,19,Felipe Massa,MAS,Williams Mercedes,1:41.874,1:31.482,DNQ,21
16,18,Lance Stroll,STR,Williams Mercedes,1:42.573,DNQ,DNQ,11
17,20,Kevin Magnussen,MAG,Haas Ferrari,1:42.577,DNQ,DNQ,11
18,94,Pascal Wehrlein,WEH,Sauber Ferrari,1:42.593,DNQ,DNQ,10
19,9,Marcus Ericsson,ERI,Sauber Ferrari,1:42.633,DNQ,DNQ,10
20,3,Daniel Ricciardo,RIC,Red Bull Racing TAG Heuer,1:42.966,DNQ,DNQ,4
