Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,44,Lewis Hamilton,HAM,Mercedes,53,1:15:32.312,25
2,77,Valtteri Bottas,BOT,Mercedes,53,+4.471s,18
3,5,Sebastian Vettel,VET,Ferrari,53,+36.317s,15
4,3,Daniel Ricciardo,RIC,Red Bull Racing TAG Heuer,53,+40.335s,12
5,7,Kimi Räikkönen,RAI,Ferrari,53,+60.082s,10
6,31,Esteban Ocon,OCO,Force India Mercedes,53,+71.528s,8
7,18,Lance Stroll,STR,Williams Mercedes,53,+74.156s,6
8,19,Felipe Massa,MAS,Williams Mercedes,53,+74.834s,4
9,11,Sergio Perez,PER,Force India Mercedes,53,+75.276s,2
10,33,Max Verstappen,VER,Red Bull Racing TAG Heuer,52,+1 lap,1
11,20,Kevin Magnussen,MAG,Haas Ferrari,52,+1 lap,0
12,26,Daniil Kvyat,KVY,Toro Rosso,52,+1 lap,0
13,27,Nico Hulkenberg,HUL,Renault,52,+1 lap,0
14,55,Carlos Sainz,SAI,Toro Rosso,52,+1 lap,0
15,8,Romain Grosjean,GRO,Haas Ferrari,52,+1 lap,0
16,94,Pascal Wehrlein,WEH,Sauber Ferrari,51,+2 laps,0
17,14,Fernando Alonso,ALO,McLaren Honda,50,DNF,0
18,9,Marcus Ericsson,ERI,Sauber Ferrari,49,DNF,0
NC,2,Stoffel Vandoorne,VAN,McLaren Honda,33,DNF,0
NC,30,Jolyon Palmer,PAL,Renault,29,DNF,0
