Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,5,Nigel Mansell,MAN,Williams Renault,69,1:31:53.587,10
2,6,Riccardo Patrese,PAT,Williams Renault,69,+12.971s,6
3,19,Michael Schumacher,MSC,Benetton Ford,69,+21.429s,4
4,2,Gerhard Berger,BER,McLaren Honda,69,+33.347s,3
5,4,Andrea de Cesaris,DEC,Tyrrell Ilmor,68,+1 lap,2
6,11,Mika Hakkinen,HAK,Lotus Ford,68,+1 lap,1
7,12,Johnny Herbert,HER,Lotus Ford,68,+1 lap,0
8,21,Jyrki Jarvilehto,JAR,Dallara Ferrari,68,+1 lap,0
9,26,Erik Comas,COM,Ligier Renault,67,+2 laps,0
10,25,Thierry Boutsen,BOU,Ligier Renault,67,+2 laps,0
11,29,Bertrand Gachot,GAC,Venturi Lamborghini,66,+3 laps,0
12,30,Ukyo Katayama,KAT,Venturi Lamborghini,66,+3 laps,0
13,9,Michele Alboreto,ALB,Footwork Mugen Honda,65,+4 laps,0
NC,20,Martin Brundle,BRU,Benetton Ford,47,DNF,0
NC,15,Gabriele Tarquini,TAR,Fondmetal Ford,45,DNF,0
NC,14,Andrea Chiesa,CHI,Fondmetal Ford,37,DNF,0
NC,22,Pierluigi Martini,MAR,Dallara Ferrari,36,DNF,0
NC,27,Jean Alesi,ALE,Ferrari,31,DNF,0
NC,24,Gianni Morbidelli,MOR,Minardi Lamborghini,29,DNF,0
NC,32,Stefano Modena,MOD,Jordan Yamaha,17,DNF,0
NC,3,Olivier Grouillard,GRO,Tyrrell Ilmor,12,DNF,0
NC,1,Ayrton Senna,SEN,McLaren Honda,11,DNF,0
NC,23,Christian Fittipaldi,FIT,Minardi Lamborghini,2,DNF,0
