Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,5,Nigel Mansell,MAN,Williams Renault,69,1:38:08.459,10
2,6,Riccardo Patrese,PAT,Williams Renault,69,+46.447s,6
3,20,Martin Brundle,BRU,Benetton Ford,69,+72.579s,4
4,11,Mika Hakkinen,HAK,Lotus Ford,68,+1 lap,3
5,26,Erik Comas,COM,Ligier Renault,68,+1 lap,2
6,12,Johnny Herbert,HER,Lotus Ford,68,+1 lap,1
7,9,Michele Alboreto,ALB,Footwork Mugen Honda,68,+1 lap,0
8,24,Gianni Morbidelli,MOR,Minardi Lamborghini,68,+1 lap,0
9,21,Jyrki Jarvilehto,JAR,Dallara Ferrari,67,+2 laps,0
10,22,Pierluigi Martini,MAR,Dallara Ferrari,67,+2 laps,0
11,3,Olivier Grouillard,GRO,Tyrrell Ilmor,66,+3 laps,0
NC,27,Jean Alesi,ALE,Ferrari,61,DNF,0
NC,4,Andrea de Cesaris,DEC,Tyrrell Ilmor,51,DNF,0
NC,30,Ukyo Katayama,KAT,Venturi Lamborghini,49,DNF,0
NC,25,Thierry Boutsen,BOU,Ligier Renault,46,DNF,0
NC,28,Ivan Capelli,CAP,Ferrari,38,DNF,0
NC,16,Karl Wendlinger,WEN,March Ilmor,33,DNF,0
NC,32,Stefano Modena,MOD,Jordan Yamaha,25,DNF,0
NC,10,Aguri Suzuki,SUZ,Footwork Mugen Honda,20,DNF,0
NC,19,Michael Schumacher,MSC,Benetton Ford,17,DNF,0
NC,2,Gerhard Berger,BER,McLaren Honda,10,DNF,0
NC,15,Gabriele Tarquini,TAR,Fondmetal Ford,6,DNF,0
