Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,5,Nigel Mansell,MAN,Williams Renault,65,1:56:10.674,10
2,19,Michael Schumacher,MSC,Benetton Ford,65,+23.914s,6
3,27,Jean Alesi,ALE,Ferrari,65,+26.462s,4
4,2,Gerhard Berger,BER,McLaren Honda,65,+80.647s,3
5,9,Michele Alboreto,ALB,Footwork Mugen Honda,64,+1 lap,2
6,22,Pierluigi Martini,MAR,Dallara Ferrari,63,+2 laps,1
7,10,Aguri Suzuki,SUZ,Footwork Mugen Honda,63,+2 laps,0
8,16,Karl Wendlinger,WEN,March Ilmor,63,+2 laps,0
9,1,Ayrton Senna,SEN,McLaren Honda,62,DNF,0
10,28,Ivan Capelli,CAP,Ferrari,62,DNF,0
11,23,Christian Fittipaldi,FIT,Minardi Lamborghini,61,+4 laps,0
12,17,Paul Belmondo,BEL,March Ilmor,61,+4 laps,0
NC,21,Jyrki Jarvilehto,JAR,Dallara Ferrari,56,DNF,0
NC,15,Gabriele Tarquini,TAR,Fondmetal Ford,56,DNF,0
NC,11,Mika Hakkinen,HAK,Lotus Ford,56,DNF,0
NC,26,Erik Comas,COM,Ligier Renault,55,DNF,0
NC,29,Bertrand Gachot,GAC,Venturi Lamborghini,35,DNF,0
NC,3,Olivier Grouillard,GRO,Tyrrell Ilmor,30,DNF,0
NC,24,Gianni Morbidelli,MOR,Minardi Lamborghini,26,DNF,0
NC,33,Mauricio Gugelmin,GUG,Jordan Yamaha,24,DNF,0
NC,14,Andrea Chiesa,CHI,Fondmetal Ford,22,DNF,0
NC,6,Riccardo Patrese,PAT,Williams Renault,19,DNF,0
NC,12,Johnny Herbert,HER,Lotus Ford,13,DNF,0
NC,25,Thierry Boutsen,BOU,Ligier Renault,11,DNF,0
NC,20,Martin Brundle,BRU,Benetton Ford,4,DNF,0
NC,4,Andrea de Cesaris,DEC,Tyrrell Ilmor,2,DNF,0
