Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,1,Ayrton Senna,SEN,McLaren Honda,53,1:18:15.349,10
2,20,Martin Brundle,BRU,Benetton Ford,53,+17.050s,6
3,19,Michael Schumacher,MSC,Benetton Ford,53,+24.373s,4
4,2,Gerhard Berger,BER,McLaren Honda,53,+85.490s,3
5,6,Riccardo Patrese,PAT,Williams Renault,53,+93.158s,2
6,4,Andrea de Cesaris,DEC,Tyrrell Ilmor,52,+1 lap,1
7,9,Michele Alboreto,ALB,Footwork Mugen Honda,52,+1 lap,0
8,22,Pierluigi Martini,MAR,Dallara Ferrari,52,+1 lap,0
9,30,Ukyo Katayama,KAT,Venturi Lamborghini,50,DNF,0
10,16,Karl Wendlinger,WEN,March Ilmor,50,+3 laps,0
11,21,Jyrki Jarvilehto,JAR,Dallara Ferrari,47,DNF,0
NC,33,Mauricio Gugelmin,GUG,Jordan Yamaha,46,DNF,0
NC,5,Nigel Mansell,MAN,Williams Renault,41,DNF,0
NC,25,Thierry Boutsen,BOU,Ligier Renault,41,DNF,0
NC,26,Erik Comas,COM,Ligier Renault,35,DNF,0
NC,15,Gabriele Tarquini,TAR,Fondmetal Ford,30,DNF,0
NC,3,Olivier Grouillard,GRO,Tyrrell Ilmor,26,DNF,0
NC,12,Johnny Herbert,HER,Lotus Ford,18,DNF,0
NC,17,Emanuele Naspetti,NAS,March Ilmor,17,DNF,0
NC,27,Jean Alesi,ALE,Ferrari,12,DNF,0
NC,28,Ivan Capelli,CAP,Ferrari,12,DNF,0
NC,24,Gianni Morbidelli,MOR,Minardi Lamborghini,12,DNF,0
NC,29,Bertrand Gachot,GAC,Venturi Lamborghini,11,DNF,0
NC,11,Mika Hakkinen,HAK,Lotus Ford,5,DNF,0
NC,10,Aguri Suzuki,SUZ,Footwork Mugen Honda,2,DNF,0
