Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,1,Ayrton Senna,SEN,McLaren Honda,78,1:50:59.372,10
2,5,Nigel Mansell,MAN,Williams Renault,78,+0.215s,6
3,6,Riccardo Patrese,PAT,Williams Renault,78,+31.843s,4
4,19,Michael Schumacher,MSC,Benetton Ford,78,+39.294s,3
5,20,Martin Brundle,BRU,Benetton Ford,78,+81.347s,2
6,29,Bertrand Gachot,GAC,Venturi Lamborghini,77,+1 lap,1
7,9,Michele Alboreto,ALB,Footwork Mugen Honda,77,+1 lap,0
8,23,Christian Fittipaldi,FIT,Minardi Lamborghini,77,+1 lap,0
9,21,Jyrki Jarvilehto,JAR,Dallara Ferrari,76,+2 laps,0
10,26,Erik Comas,COM,Ligier Renault,76,+2 laps,0
11,10,Aguri Suzuki,SUZ,Footwork Mugen Honda,76,+2 laps,0
12,25,Thierry Boutsen,BOU,Ligier Renault,75,+3 laps,0
NC,28,Ivan Capelli,CAP,Ferrari,60,DNF,0
NC,2,Gerhard Berger,BER,McLaren Honda,32,DNF,0
NC,11,Mika Hakkinen,HAK,Lotus Ford,30,DNF,0
NC,27,Jean Alesi,ALE,Ferrari,28,DNF,0
NC,33,Mauricio Gugelmin,GUG,Jordan Yamaha,18,DNF,0
NC,12,Johnny Herbert,HER,Lotus Ford,17,DNF,0
NC,34,Roberto Moreno,MOR,Moda Judd,11,DNF,0
NC,4,Andrea de Cesaris,DEC,Tyrrell Ilmor,9,DNF,0
NC,15,Gabriele Tarquini,TAR,Fondmetal Ford,9,DNF,0
NC,32,Stefano Modena,MOD,Jordan Yamaha,6,DNF,0
NC,3,Olivier Grouillard,GRO,Tyrrell Ilmor,4,DNF,0
NC,16,Karl Wendlinger,WEN,March Ilmor,1,DNF,0
NC,24,Gianni Morbidelli,MOR,Minardi Lamborghini,1,DNF,0
