Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,6,Riccardo Patrese,PAT,Williams Renault,53,1:33:09.553,10
2,2,Gerhard Berger,BER,McLaren Honda,53,+13.729s,6
3,20,Martin Brundle,BRU,Benetton Ford,53,+75.503s,4
4,4,Andrea de Cesaris,DEC,Tyrrell Ilmor,52,+1 lap,3
5,27,Jean Alesi,ALE,Ferrari,52,+1 lap,2
6,23,Christian Fittipaldi,FIT,Minardi Lamborghini,52,+1 lap,1
7,32,Stefano Modena,MOD,Jordan Yamaha,52,+1 lap,0
8,10,Aguri Suzuki,SUZ,Footwork Mugen Honda,52,+1 lap,0
9,21,Jyrki Jarvilehto,JAR,Dallara Ferrari,52,+1 lap,0
10,22,Pierluigi Martini,MAR,Dallara Ferrari,52,+1 lap,0
11,30,Ukyo Katayama,KAT,Venturi Lamborghini,52,+1 lap,0
12,28,Nicola Larini,LAR,Ferrari,52,+1 lap,0
13,17,Emanuele Naspetti,NAS,March Ilmor,51,+2 laps,0
14,24,Gianni Morbidelli,MOR,Minardi Lamborghini,51,+2 laps,0
15,9,Michele Alboreto,ALB,Footwork Mugen Honda,51,+2 laps,0
NC,5,Nigel Mansell,MAN,Williams Renault,44,DNF,0
NC,11,Mika Hakkinen,HAK,Lotus Ford,44,DNF,0
NC,29,Bertrand Gachot,GAC,Venturi Lamborghini,39,DNF,0
NC,26,Erik Comas,COM,Ligier Renault,36,DNF,0
NC,16,Jan Lammers,LAM,March Ilmor,27,DNF,0
NC,33,Mauricio Gugelmin,GUG,Jordan Yamaha,22,DNF,0
NC,12,Johnny Herbert,HER,Lotus Ford,15,DNF,0
NC,19,Michael Schumacher,MSC,Benetton Ford,13,DNF,0
NC,3,Olivier Grouillard,GRO,Tyrrell Ilmor,6,DNF,0
NC,25,Thierry Boutsen,BOU,Ligier Renault,3,DNF,0
NC,1,Ayrton Senna,SEN,McLaren Honda,2,DNF,0
