Grand Prix,Date,Winner,Winner Abbreviation,Car,Laps,Time
monaco,10 May 1959,Jack Brabham,BRA,Cooper Climax,100,2:55:51.300
indianapolis-500,30 May 1959,Rodger Ward,WAR,Watson Offenhauser,200,3:40:49.200
netherlands,31 May 1959,Jo Bonnier,BON,BRM,75,2:05:26.800
france,05 Jul 1959,Tony Brooks,BRO,Ferrari,50,2:01:26.500
great-britain,18 Jul 1959,Jack Brabham,BRA,Cooper Climax,75,2:30:11.600
germany,02 Aug 1959,Tony Brooks,BRO,Ferrari,60,2:09:31.600
portugal,23 Aug 1959,Stirling Moss,MOS,Cooper Climax,62,2:11:55.410
italy,13 Sep 1959,Stirling Moss,MOS,Cooper Climax,72,2:04:05.400
united-states,12 Dec 1959,Bruce McLaren,MCL,Cooper Climax,42,2:12:35.700
