Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,24,Tony Brooks,BRO,Ferrari,50,2:01:26.500,8
2,26,Phil Hill,HIL,Ferrari,50,+27.500s,6
3,8,Jack Brabham,BRA,Cooper Climax,50,+97.700s,4
4,22,Olivier Gendebien,GEN,Ferrari,50,+107.500s,3
5,12,Bruce McLaren,MCL,Cooper Climax,50,+107.700s,2
6,44,Ron Flockhart,FLO,BRM,50,+125.700s,0
7,6,Harry Schell,SCH,BRM,47,+3 laps,0
DQ,2,Stirling Moss,MOS,BRM,42,DSQ,1
8,40,Giorgio Scarlatti,SCA,Maserati,41,+9 laps,0
9,42,Carel Godin de Beaufort,DEB,Maserati,40,+10 laps,0
10,38,Fritz d'Orey,D'O,Maserati,40,+10 laps,0
11,14,Maurice Trintignant,TRI,Cooper Climax,36,+14 laps,0
NC,30,Jean Behra,BEH,Ferrari,31,DNF,0
NC,16,Roy Salvadori,SAL,Cooper Maserati,20,DNF,0
NC,28,Dan Gurney,GUR,Ferrari,19,DNF,0
NC,34,Innes Ireland,IRE,Lotus Climax,14,DNF,0
NC,18,Ian Burgess,BUR,Cooper Maserati,13,DNF,0
NC,10,Masten Gregory,GRE,Cooper Climax,8,DNF,0
NC,32,Graham Hill,HIL,Lotus Climax,7,DNF,0
NC,20,Colin Davis,DAV,Cooper Maserati,7,DNF,0
NC,4,Jo Bonnier,BON,BRM,6,DNF,0
