Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,3,Michael Schumacher,MSC,Ferrari,62,1:31:39.776,10
2,1,Mika Hakkinen,HAK,McLaren Mercedes,62,+1.168s,6
3,2,David Coulthard,COU,McLaren Mercedes,62,+51.008s,4
4,4,Rubens Barrichello,BAR,Ferrari,62,+89.276s,3
5,22,Jacques Villeneuve,VIL,BAR Honda,61,+1 lap,2
6,17,Mika Salo,SAL,Sauber Petronas,61,+1 lap,1
7,7,Eddie Irvine,IRV,Jaguar Cosworth,61,+1 lap,0
8,16,Pedro Diniz,DIN,Sauber Petronas,61,+1 lap,0
9,12,Alexander Wurz,WUR,Benetton Playlife,61,+1 lap,0
10,8,Johnny Herbert,HER,Jaguar Cosworth,61,+1 lap,0
11,11,Giancarlo Fisichella,FIS,Benetton Playlife,61,+1 lap,0
12,23,Ricardo Zonta,ZON,BAR Honda,61,+1 lap,0
13,21,Gaston Mazzacane,MAZ,Minardi Fondmetal,60,+2 laps,0
14,19,Jos Verstappen,VER,Arrows Supertec,59,+3 laps,0
15,6,Jarno Trulli,TRU,Jordan Mugen Honda,58,DNF,0
NC,18,Pedro de la Rosa,DLR,Arrows Supertec,49,DNF,0
NC,9,Ralf Schumacher,RSC,Williams BMW,45,DNF,0
NC,14,Jean Alesi,ALE,Prost Peugeot,25,DNF,0
NC,15,Nick Heidfeld,HEI,Prost Peugeot,22,DNF,0
NC,10,Jenson Button,BUT,Williams BMW,5,DNF,0
NC,20,Marc Gene,GEN,Minardi Fondmetal,5,DNF,0
NC,5,Heinz-Harald Frentzen,FRE,Jordan Mugen Honda,4,DNF,0
